1.159946331140313536e+00,1.080227784950622549e+00
1.478266091175444386e+00,1.176423725175826718e+00
9.401385997086818547e-01,-1.076821848256775072e+00
-4.000988212764722718e+00,2.620455678998158677e-01
1.358807609725130483e+00,2.735919868991309456e-01
-7.561913870304903806e-01,1.449210357986976172e+00
-1.138146858859076405e+00,1.666607624960916523e+00
-2.453746293977603632e-01,6.242262084467454786e-01
-5.997737517742885993e-01,-6.462824921339154205e-01
-6.079304301865191551e-01,1.595743376275747583e+00
-2.049200222292751672e+00,1.359479238130117729e+00
-3.063575544665309014e-01,-5.524810012864876940e-01
1.546187163394663999e+00,4.501591531706824467e-01
5.086529633779475201e-01,2.137584263343603297e+00
2.103704735316281660e+00,1.239509203686325112e+00
1.444323461427152289e+00,2.508323181456355994e-02
1.060045954996763573e+00,2.569097391101847094e+00
-4.513617986088150680e+00,1.490785511338615033e+00
-8.659187003991569709e-01,1.045999438474849219e+00
-6.826359606480084663e-01,3.281312981290720465e+00
-1.155540037987000446e+00,2.026311681168722512e+00
-2.248627065552691651e+00,4.637524234234504106e-01
4.637752032699485327e-02,2.970200309207495781e+00
-2.048287397622925887e+00,2.466086349665823185e+00
-8.902680848251839363e-01,6.371784451872518629e-01
6.047254406087096967e-01,1.098325227865693643e+00
-4.263326534543790958e-01,-8.645728729966826662e-03
7.972973915492069796e-01,-4.320729756893582629e-01
2.690645516095064860e-01,1.156997031892516015e+00
-3.953470147680590574e-01,6.581672621536941437e-01
-8.414289718822069997e-01,2.352028389800969954e+00
-7.002796443856820208e-01,1.400894271829248527e+00
2.321518521773901167e+00,1.531287883775977576e+00
1.316524328396758037e+00,1.543987229335119560e+00
-9.699722718074356154e-01,2.815273502075765322e+00
-4.160394748637584184e-01,1.272930724068792374e+00
5.873243071605152021e-01,1.721949363038315917e-01
-3.333739304243932278e+00,1.640130389976139913e+00
7.261995393475193517e-01,2.119813416749361856e+00
1.962774623104238669e-01,-8.293317252326635192e-01
3.637712718252686939e-01,-5.138654041780043036e-01
1.704933349840344947e+00,-6.231905687934092830e-01
4.806686135736512044e-01,8.836578671076128488e-01
-8.103479141049545476e-01,3.906078267158994421e-01
3.295514229133223449e-01,5.230358745494834150e-01
1.196237431567133802e+00,-4.618810251827631941e-02
6.037544236027572730e-02,1.549548172961022763e+00
1.076111144223339977e+00,-3.533175910597284308e-01
5.696684532320867023e-01,2.002929964422379694e+00
2.747542064555175134e-01,2.885505784744890168e+00
-1.024174463582268046e+00,1.217089837849918421e+00
1.668637568617638234e+00,-1.645168372334461782e-01
-1.230452991037789934e+00,-5.985084413123696878e-01
9.025372128989255227e-01,-6.407785611507660350e-01
1.758409629964351462e+00,-8.678684997490457853e-01
-8.920651396563307189e-01,1.792365986172620218e+00
-3.572376446477497414e+00,1.724206037790439794e+00
8.102991991201066169e-01,3.073557802517014270e+00
-1.552232333210753268e+00,1.331742564980990196e+00
-2.666054876871403412e+00,-9.309440831434263597e-01
1.629016531856434025e+00,-2.015174310677640079e+00
-6.553661441635058038e-01,-7.209520520681630962e-02
-6.888070975076864277e-01,-2.587880140686149577e+00
-1.779247173716391961e+00,1.478188295224863280e+00
2.154055082948981958e+00,1.718076525326907467e+00
2.225757911654364929e-01,-8.902885780653916337e-01
