chin_angle_1,chin_angle_2,cheek_bone_angle,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,face_shape
123.14,100.0,128.42,1.63,2.73,3.18,1.4,0.51,0.51,0.1283281333701893,0.09182461761522358,0.07885261204183731,0.2505527101453089,0.13549305226165895,0.11588872309539913,0.07194556291700746,0.12711458855337546,0.02762729084844044,0.025849627353757943,0.030720529940485984,0.12521447831912505,Heart_face_shape
122.12,96.8,144.92,1.68,2.53,3.14,1.35,0.53,0.54,0.129274982427835,0.09549758769908047,0.07689278385325882,0.24144823887910477,0.1378315698749615,0.11623905053974992,0.07482932898497391,0.12798645774103568,0.027636546735890114,0.025597291548207134,0.029600897717524444,0.11096624996535212,Heart_face_shape
114.78,90.32,148.0,1.78,2.39,3.06,1.39,0.55,0.58,0.13548062381608594,0.09728263737310348,0.07600008948980222,0.2327932279116762,0.13843480250202828,0.11701472706859486,0.07447605641862283,0.12851783542008607,0.026957680850942536,0.028508166205611946,0.031203354159198626,0.0935025511724798,Heart_face_shape
126.2,103.1,154.96,1.84,2.31,3.0,1.42,0.57,0.61,0.13959300106182101,0.09855966307555838,0.07589052356534147,0.2274210904668579,0.1396144137682328,0.11679529659479214,0.07323652877646256,0.1288894826909337,0.027785514043825957,0.02732992366971208,0.03094141188009977,0.08705890688330019,Heart_face_shape
142.54,119.06,162.7,1.86,2.26,3.01,1.4,0.58,0.62,0.13851378251463148,0.09919833566849814,0.07451180532460053,0.2241600230945881,0.14020188937279696,0.11839570958126966,0.07539563482359753,0.12962281962001757,0.029764202229185844,0.02912563422337436,0.031768186844517356,0.08730931707073328,Heart_face_shape
108.86,86.52,135.62,1.84,2.31,3.02,1.4,0.57,0.61,0.1381637097427353,0.09852767828655168,0.07526369775840305,0.22741647880936275,0.13958322471457585,0.11742167735980531,0.07389005824520938,0.12973347508335661,0.028838606599359568,0.02638559266273628,0.030386240887297265,0.09914479281238081,Heart_face_shape
119.34,95.94,141.78,1.78,2.22,2.85,1.38,0.57,0.62,0.13939355391553385,0.10081456080156037,0.07843618216843296,0.2237739501998544,0.138862310444351,0.11608489844461016,0.0747812432110241,0.12785330081463323,0.02945525539918547,0.027051043797063017,0.032614838252023944,0.08072248389735308,Heart_face_shape
126.86,103.0,145.8,1.8,2.74,3.51,1.41,0.48,0.51,0.133285748060702,0.09478820028321791,0.07401743466384186,0.25945628004309845,0.13297329813363562,0.11193370869528245,0.06978706616310097,0.12375826395712075,0.026461378422117664,0.025151750328806507,0.027677885970936383,0.13260130761347821,Heart_face_shape
121.6,100.98,158.5,1.68,2.36,2.87,1.38,0.59,0.58,0.13117312022427857,0.09529453037458868,0.07809844874285163,0.22446309249277271,0.14056038916293712,0.12093564135095611,0.07769417032603286,0.1317806073255823,0.02840634154450396,0.025680773336957594,0.03175925534279361,0.08844886241739716,Heart_face_shape
120.78,94.88,149.76,1.63,2.25,2.7,1.35,0.6,0.6,0.131923255332868,0.09766814814912046,0.0810862634081254,0.2192968773341224,0.14075570420359107,0.11984158939170951,0.0776452673332004,0.13178289484726288,0.028556340300250057,0.03123228083772676,0.03142437248829097,0.06713109301059624,Heart_face_shape
144.66,126.24,153.16,1.68,2.51,3.19,1.32,0.51,0.53,0.12991772498592796,0.09808214293847112,0.07714714364092097,0.2458989272142237,0.13642707318110103,0.11525619384542685,0.07151855651848377,0.1257522376754446,0.03097417139565641,0.03091913877049466,0.029854250398890104,0.11395343033772809,Heart_face_shape
137.46,112.8,148.22,1.62,2.74,3.12,1.42,0.51,0.52,0.12851861825401287,0.09063751007994167,0.0794406320701262,0.2480696081406195,0.13583182876148825,0.11684606667072941,0.0744750467550766,0.12618068926800552,0.027224188306484893,0.02589643145141191,0.028143053161133007,0.11594207927069403,Heart_face_shape
133.0,110.44,154.58,1.78,2.98,3.74,1.42,0.45,0.48,0.1293993729898414,0.09107130739260035,0.07256225852236792,0.2714993248357571,0.13080037573706976,0.11093543224517846,0.07120868627686787,0.12252324200031701,0.02654077932549232,0.023237008800055622,0.03315272992315963,0.1516269224591741,Heart_face_shape
120.32,97.18,152.42,1.77,2.26,2.83,1.41,0.6,0.63,0.1370080043907812,0.09692678951733888,0.07725897624407145,0.21862437165181048,0.1411222814581512,0.12061544110692557,0.07636255198812278,0.13208158364279857,0.02769457653957226,0.02873596966155943,0.03165525391529149,0.07847685020929626,Heart_face_shape
128.74,107.78,156.16,1.74,2.38,2.95,1.41,0.59,0.59,0.13309779916468448,0.09453441233754487,0.076441058605575,0.22528530983654677,0.14241588443350672,0.11987792634163848,0.07611274231936088,0.13223486696114287,0.028865458221717207,0.0317063954344879,0.030001918721580458,0.08466408581040666,Heart_face_shape
123.74,101.68,159.68,1.73,2.48,3.06,1.4,0.56,0.56,0.13122086905754257,0.09386074312981646,0.07597319819528288,0.2325947224321795,0.1386518004362298,0.12071530964767595,0.07573815483749004,0.13124520226378292,0.027345369302687973,0.030649118317451554,0.03311956520552346,0.09462876393865688,Heart_face_shape
119.28,98.32,156.36,1.71,2.58,3.15,1.4,0.53,0.54,0.13117755343333476,0.09372132585391593,0.07651095038852726,0.24136485637561328,0.13709110671256935,0.11789984926774998,0.07424078108788937,0.12799357688040003,0.02735749431038765,0.027778068841592642,0.033517881045506605,0.1052661336017432,Heart_face_shape
138.58,112.42,141.32,1.68,2.63,3.09,1.43,0.53,0.54,0.13094337707801482,0.09140365167966219,0.0779216730785047,0.24042510376456686,0.13710547751949329,0.11759955597579204,0.07620079306825017,0.12840036783571593,0.02739863264738907,0.02505083436157084,0.030487308749445354,0.11534783592561859,Heart_face_shape
119.0,93.7,133.62,1.7,2.44,3.04,1.37,0.55,0.56,0.13163431527114772,0.09602921264463582,0.0772419040227056,0.2345474491387312,0.1389234047795494,0.11835443313978333,0.07351418740121789,0.12975509360222903,0.027562806094303675,0.02669975556959702,0.028564066212136738,0.11179786333822285,Heart_face_shape
128.7,104.1,160.52,1.78,2.3,2.83,1.44,0.6,0.63,0.13727374839787726,0.09517794029174387,0.07715863214168577,0.21858917458797986,0.14114282717020477,0.12075019439233065,0.07795818210428838,0.1319493009138893,0.02801030884490199,0.029208594945219934,0.03238467137633636,0.07573700211990184,Heart_face_shape
126.26,105.8,154.5,1.75,2.2,2.88,1.34,0.6,0.61,0.13322329895051535,0.09977444314115196,0.07633182506691577,0.21966822974127184,0.14328180055007914,0.12041058735219565,0.07477987934310187,0.13252993585476844,0.028722776304901537,0.029165873781129018,0.03280649734582218,0.08056249032159422,Heart_face_shape
108.44,85.98,131.26,1.65,2.61,3.13,1.38,0.53,0.53,0.12814468849530877,0.09301811101811172,0.07762271936492555,0.24265890925145323,0.1378804713932227,0.11822512446336152,0.07332325019121232,0.1291267258224042,0.026466497399663964,0.02409846645594692,0.031752255671635865,0.11844267810202906,Heart_face_shape
127.76,103.26,162.08,1.83,2.41,3.09,1.43,0.6,0.59,0.13268181787001412,0.0929403119533477,0.0723792593613165,0.2238299113137393,0.14292856707458865,0.1225815274336677,0.07818064890089754,0.13447795609242855,0.025434487335858468,0.02679180745516994,0.03380284058908033,0.09166209356282257,Heart_face_shape
119.06,94.68,158.42,1.65,2.73,3.31,1.36,0.5,0.5,0.12604838808117835,0.0926380269505904,0.07629173145320636,0.25249246684385745,0.13449200800973482,0.11613535520048095,0.07509272967773006,0.12680929378322153,0.027850561017689228,0.02750077557054181,0.03220292674979669,0.11925066912915396,Heart_face_shape
126.86,105.36,146.6,1.64,2.56,2.87,1.47,0.57,0.57,0.13182070641777208,0.08997400574376928,0.08034644288142,0.23058494481575076,0.1389040395768511,0.12043436078591065,0.07595319173353784,0.13198230804498845,0.026189736184101524,0.02630574887236528,0.03320114100604114,0.09967218617648177,Heart_face_shape
124.66,102.86,136.22,1.57,2.42,2.61,1.45,0.6,0.6,0.132003541972663,0.09093427738877047,0.08427139222711201,0.21978950638028277,0.1395489341737403,0.12207135535371394,0.07905173247162772,0.13232926003208983,0.02655093917084267,0.024998352759263563,0.033042198777375936,0.08700895290892585,Heart_face_shape
128.44,106.96,151.92,1.65,2.87,3.45,1.37,0.47,0.48,0.12614569847901383,0.09193855810754405,0.07644352950485336,0.2637811548812277,0.1333819405385995,0.11142993342434591,0.07256115109269448,0.12431803397172107,0.02731614095709582,0.02848800392064745,0.031185544870134727,0.13058696127535413,Heart_face_shape
125.46,99.94,174.02,1.74,2.55,3.27,1.36,0.53,0.53,0.12938150138274299,0.09536192580448381,0.07424845319220892,0.24288889392763743,0.13712627287214096,0.11701472721415718,0.07520482214801913,0.12877340345860952,0.027155748133443704,0.03204958248252043,0.03065881118054799,0.09407284622621766,Heart_face_shape
130.04,101.14,169.96,1.96,3.05,4.27,1.4,0.43,0.46,0.12927785334650352,0.09207869961596989,0.06582682256647233,0.28090039566863306,0.13104581715445107,0.10971929777993482,0.07077743810521385,0.12037367576282144,0.026541539289455195,0.0266004550984406,0.030080411194715887,0.15852013189825093,Heart_face_shape
108.4,84.84,161.14,1.79,2.24,2.85,1.4,0.6,0.63,0.1375319849587192,0.09800132743482241,0.07679301031408135,0.21911184279929985,0.14199644644061185,0.11899966453570542,0.07617759060110914,0.13138813291565074,0.02803555376551906,0.028341016427253868,0.03334514224397202,0.07140108505797689,Heart_face_shape
121.58,98.52,146.48,1.79,2.55,3.3,1.38,0.54,0.54,0.13077562981393046,0.09463737749719828,0.07311968726838944,0.24157847018998357,0.13793322957960888,0.11785482765194918,0.07441972621779834,0.12968105178114187,0.026931448393502252,0.026696917526513233,0.03315846423488331,0.11466793625227473,Heart_face_shape
116.02,92.82,140.44,1.71,2.47,3.07,1.38,0.54,0.56,0.13283842835667747,0.0964924397173232,0.07749312664934065,0.23797731824444426,0.13839966896323952,0.11601679486963985,0.0731031013634076,0.12767912183592736,0.028331155816157912,0.024443380082609368,0.030276076564026835,0.10853362083134846,Heart_face_shape
126.0,102.36,149.04,1.64,2.45,2.96,1.36,0.55,0.56,0.13020075147386717,0.09559360481512444,0.07924545196878238,0.23418155985982808,0.13806914936240622,0.1176478272754816,0.0759779530213587,0.12908370222315138,0.027787291336690237,0.026154201640697722,0.031053707538800483,0.0987088206034601,Heart_face_shape
115.82,92.34,138.48,1.63,2.37,2.69,1.43,0.61,0.61,0.13226863138755532,0.09228991849505797,0.08125338590481077,0.21837693282505044,0.14089850345844054,0.12229461056179576,0.07901915613177088,0.13359886123551828,0.027042111747741057,0.023702560807780913,0.032865657915645864,0.08546079835225723,Heart_face_shape
121.04,96.12,147.74,1.89,2.36,3.11,1.44,0.55,0.61,0.14116270702858857,0.09808068462380029,0.07455346472404208,0.23169975089867736,0.13746979649370458,0.11515607889663639,0.0740492494059579,0.12782826792859273,0.02823254140571772,0.02332106823480824,0.02983437901457707,0.09867161657474359,Heart_face_shape
120.92,97.44,135.58,1.59,2.39,2.72,1.4,0.6,0.59,0.12986024240208593,0.09262278163418648,0.08152313394130707,0.2216379279399632,0.1423820885503592,0.1207703207120367,0.078393361300635,0.13281014351942633,0.026688740715366185,0.024516650545083327,0.03618265029898228,0.08975651987822017,Heart_face_shape
112.32,86.64,134.98,1.73,2.57,3.1,1.43,0.57,0.56,0.13063448364045227,0.09121510345851779,0.07566693184251544,0.2348356658754203,0.13883388231017568,0.12096148426503346,0.07513981810330203,0.13271263050458307,0.026728480252070603,0.022232388675009627,0.028553559185854886,0.11207499315397008,Heart_face_shape
114.46,91.78,146.98,1.71,2.37,3.04,1.33,0.57,0.56,0.12957178249618378,0.09730030311889448,0.07593442635964404,0.2307860920486982,0.14246245209876243,0.11847641710948918,0.07464514452304047,0.13082338224528747,0.02810973438027628,0.02947776137396798,0.03221421079432375,0.09207802644689626,Heart_face_shape
144.06,122.04,159.54,1.69,2.3,2.83,1.37,0.59,0.6,0.13274423500914662,0.09704591319678905,0.07863579747903639,0.22279761957091224,0.14146705365992768,0.12031558072128401,0.07573382152436098,0.13125997883854293,0.029216411797123643,0.030092660215827734,0.03129895699016236,0.07821832969100444,Heart_face_shape
117.04,96.2,160.62,1.71,2.28,2.72,1.43,0.63,0.63,0.1344157807206708,0.09370147120681455,0.07866560355284206,0.21386201180240663,0.14183210296110976,0.12331315484925684,0.07992011885403733,0.1342897560528619,0.02725584527860102,0.03042836243263381,0.03394000996538596,0.06951188292367867,Heart_face_shape
138.48,121.3,154.02,1.75,2.6,3.34,1.36,0.51,0.52,0.13038832468270056,0.09578448028713729,0.07458189888267631,0.24932174879759225,0.13665628679782837,0.11519634178960493,0.07062265278642477,0.12744826597603556,0.02998019473132938,0.028914785456295798,0.031362488233812345,0.1258615861722835,Heart_face_shape
121.0,97.42,148.98,1.77,2.35,2.98,1.39,0.59,0.59,0.1329436959576743,0.09552867137511109,0.07510288805319493,0.22408614236875554,0.14210279064728853,0.12120589290204631,0.07611838164845909,0.1329115370474702,0.02668182580415849,0.03154431173593153,0.03172621470368191,0.0859200986148686,Heart_face_shape
120.78,97.52,152.54,1.78,2.22,2.83,1.4,0.61,0.63,0.1371210061602458,0.09790541260790925,0.07691529117346012,0.21751450741440817,0.1415762401485401,0.12013402932921514,0.07686140166308343,0.13197211150313795,0.02845327825123226,0.02687221008602897,0.030799767211438168,0.07816952836179097,Heart_face_shape
125.34,90.12,179.88,1.57,2.77,2.76,1.57,0.45,0.57,0.14135441955537714,0.08989404282051576,0.09024037318700431,0.24867775944706644,0.12540394938987368,0.11177991648890889,0.08101360430720086,0.11163593480405296,0.022793827207462473,0.029881430472887695,0.028750908553441736,0.09774870135844949,Heart_face_shape
142.18,120.46,158.68,1.72,2.3,2.81,1.41,0.62,0.61,0.13306012390752062,0.09456849429833857,0.07752122438832483,0.2177098988930688,0.1433557012790803,0.12232737784744777,0.07713650129699681,0.13432067808922227,0.02841207943360475,0.025900399810926268,0.03194647013629711,0.08269774926879406,Heart_face_shape
108.44,85.98,131.26,1.66,2.61,3.13,1.39,0.53,0.53,0.12908147112874296,0.09290548350420676,0.0775287327873771,0.242483965638056,0.13771352396181294,0.11808197597643062,0.07323446946571618,0.12897037753765742,0.026434451427419743,0.02406928772573892,0.03280611211198775,0.11880808259468713,Heart_face_shape
129.76,106.18,155.54,1.57,2.47,2.93,1.33,0.55,0.54,0.12611728065792455,0.09509934041269197,0.0801943518564981,0.23507937778662372,0.13685449507296849,0.11925085950590393,0.0780915341355491,0.12931276057184016,0.02816584819338003,0.03216419008247262,0.032251277399129336,0.09295652776008727,Heart_face_shape
138.62,114.82,133.92,1.59,2.48,2.78,1.42,0.56,0.57,0.13207161455551578,0.0928634270972544,0.08308023737319997,0.2307588087825888,0.13846706228866662,0.11878052309016018,0.07382068615336267,0.1301576406592515,0.02847572802196418,0.028184904453818004,0.029875938969228893,0.0993675153503162,Heart_face_shape
116.16,93.08,164.18,1.87,2.73,3.67,1.39,0.5,0.51,0.12970945811705287,0.09308358665771556,0.06932908546224109,0.2542660255403139,0.13802134317741374,0.11554132425090013,0.07167410871249488,0.1283750680818678,0.025693722964795353,0.029058106522498302,0.03317620199563848,0.1220753551854361,Heart_face_shape
127.82,103.86,164.72,1.9,2.65,3.44,1.46,0.52,0.55,0.13539070093188735,0.09255688938437243,0.07128426513235148,0.24490613341743964,0.13720911997922167,0.11624758316598262,0.07436980604040772,0.12803550194833704,0.026677141791934617,0.029409270219979182,0.03158436261039436,0.10982892759463854,Heart_face_shape
122.22,100.88,139.78,1.75,2.78,3.45,1.41,0.5,0.51,0.1290536229733699,0.09132558557749136,0.07362852394157754,0.2541812649462142,0.1382153977685104,0.1148696713808214,0.07038224682091374,0.12834368659110149,0.026031614283922772,0.027176402395206887,0.0321792228561796,0.1261355999110266,Heart_face_shape
127.96,99.9,163.58,1.8,2.33,3.08,1.36,0.59,0.58,0.1320017562884563,0.09700640267659752,0.07320810526267718,0.22583312458002266,0.14199671282009838,0.12036923011012038,0.07693265308127004,0.13265201518075742,0.02745514460226061,0.033902305690462424,0.03310774049874768,0.07423008688415898,Oblong_face_shape
143.8,121.98,146.86,1.55,2.62,2.97,1.36,0.51,0.52,0.12849963037841902,0.09428842945105509,0.08299324554055194,0.2466716594891306,0.13603697853120922,0.11452118109050152,0.07114709378278844,0.12584178173634417,0.028681424990764655,0.028636807761276348,0.0332511795565072,0.10743515141915914,Oblong_face_shape
137.52,111.58,147.54,1.57,2.35,2.8,1.32,0.59,0.56,0.12650163827633634,0.09564360565326753,0.08037178275571162,0.22508364334723951,0.14208880310979763,0.12130354772153129,0.07597238464005042,0.13303459449606564,0.028044620717618807,0.031883361418522695,0.03308278574223581,0.07766633461929114,Oblong_face_shape
121.32,101.36,147.04,1.69,2.66,3.11,1.45,0.52,0.54,0.13213292695374707,0.09123457583422268,0.07823635827346091,0.2430810922794036,0.1350684397530079,0.11698574918301237,0.07599499983877916,0.12726585788436628,0.02632972177208969,0.027137892659901124,0.034046750553636804,0.10929754941496994,Oblong_face_shape
115.84,86.58,148.94,1.75,2.55,3.25,1.37,0.54,0.54,0.12978581701434427,0.09444333206616964,0.07410457766992432,0.24089082078250615,0.1398039566226971,0.11696546294424787,0.07474304302170141,0.12926298987840928,0.02640276584812112,0.03190704245065966,0.03243768375626309,0.0989598884669661,Oblong_face_shape
119.94,94.14,160.42,1.63,2.41,2.9,1.36,0.59,0.56,0.12740763201142036,0.09392442336717527,0.07808416114029068,0.2268046102907972,0.1411050092106872,0.12155186656417459,0.0783461434745359,0.13277615394091874,0.026592339871202207,0.030495770792471132,0.032501586576224144,0.07928857333563373,Oblong_face_shape
103.44,76.84,143.8,1.73,2.35,2.81,1.45,0.59,0.61,0.13707554987829992,0.09473817407482843,0.07923709962454503,0.22294708181585637,0.1403707925058855,0.11824221311925948,0.07653415006555789,0.13085493891576735,0.026950551343638208,0.027824977390708085,0.03218766129646294,0.07382064309859449,Oblong_face_shape
119.86,93.44,171.74,1.76,2.38,2.93,1.43,0.58,0.6,0.13548982783124777,0.0946087222828564,0.07696258879135603,0.22525591259547706,0.13952632481747304,0.1195058750165875,0.07800855462385038,0.13064219404115177,0.02772972574738385,0.03095001607908694,0.03177002605359094,0.06766743146222855,Oblong_face_shape
132.64,105.28,164.66,1.62,2.6,3.16,1.33,0.53,0.51,0.12470164258267992,0.0936432050162496,0.07691481173800858,0.24331806260714356,0.13954438551555365,0.1172053267110147,0.07565465420335897,0.12901791162599105,0.027312540357980346,0.03411109751397902,0.032871111614862704,0.0886741978552512,Oblong_face_shape
93.62,63.24,115.82,1.63,2.26,2.76,1.33,0.59,0.59,0.13122296714005707,0.09836228674998071,0.08066189038285064,0.2225000875193975,0.13998810859244776,0.11841246606016302,0.07783199958742225,0.13102019396768097,0.02754108924070603,0.03322200472860884,0.0334824491210645,0.07810809492352819,Oblong_face_shape
