chin_angle_1,chin_angle_2,cheek_bone_angle,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,face_shape
0.86,0.84,0.78,0.84,0.54,0.53,0.9,0.91,0.93,0.99,0.94,0.85,0.63,0.97,0.96,0.92,0.97,0.94,0.85,0.89,0.33,Round_face_shape
0.83,0.77,0.78,0.79,0.59,0.6,0.84,0.81,0.78,0.91,0.93,0.83,0.69,0.95,0.95,0.94,0.95,0.91,0.81,0.86,0.44,Round_face_shape
0.85,0.8,0.8,0.89,0.58,0.63,0.87,0.81,0.82,0.96,0.95,0.79,0.69,0.95,0.94,0.9,0.95,0.91,0.85,0.86,0.44,Round_face_shape
0.74,0.65,0.83,0.92,0.54,0.61,0.86,0.91,0.89,0.96,0.95,0.76,0.64,0.99,0.97,0.95,0.99,0.87,0.84,0.91,0.34,Round_face_shape
0.78,0.73,0.8,0.86,0.54,0.56,0.87,0.9,0.89,0.97,0.95,0.82,0.64,0.97,0.96,0.94,0.97,0.9,0.88,0.88,0.32,Round_face_shape
0.85,0.77,0.74,0.76,0.63,0.62,0.81,0.77,0.71,0.88,0.93,0.84,0.73,0.94,0.92,0.93,0.94,0.91,0.84,0.85,0.49,Round_face_shape
0.81,0.74,0.81,0.89,0.71,0.77,0.87,0.7,0.68,0.9,0.89,0.73,0.78,0.92,0.92,0.89,0.93,0.83,0.77,0.81,0.68,Round_face_shape
0.85,0.81,0.71,0.78,0.63,0.61,0.85,0.77,0.75,0.91,0.92,0.85,0.72,0.93,0.93,0.9,0.93,0.89,0.76,0.92,0.52,Round_face_shape
0.96,0.94,0.67,0.71,0.71,0.63,0.85,0.7,0.67,0.87,0.88,0.89,0.78,0.91,0.91,0.86,0.91,0.9,0.77,0.82,0.63,Round_face_shape
0.76,0.66,0.74,0.84,0.59,0.6,0.87,0.86,0.82,0.93,0.92,0.81,0.68,0.95,0.96,0.95,0.97,0.87,0.81,0.88,0.42,Round_face_shape
0.9,0.86,0.75,0.81,0.55,0.55,0.85,0.91,0.86,0.93,0.94,0.84,0.64,0.98,0.97,0.96,0.98,0.91,0.66,0.92,0.39,Round_face_shape
0.83,0.81,0.71,0.85,0.5,0.52,0.87,0.94,0.96,0.99,0.98,0.85,0.61,0.98,0.96,0.91,0.98,0.96,0.82,0.88,0.32,Round_face_shape
0.83,0.79,0.72,0.83,0.55,0.52,0.92,0.94,0.93,0.97,0.91,0.85,0.62,0.98,0.98,0.94,0.99,0.87,0.62,0.91,0.38,Round_face_shape
0.83,0.78,0.8,0.85,0.52,0.56,0.84,0.94,0.89,0.93,0.96,0.8,0.62,0.99,0.98,0.97,1.0,0.88,0.75,0.96,0.33,Round_face_shape
0.92,0.89,0.76,0.8,0.7,0.67,0.88,0.71,0.7,0.9,0.88,0.82,0.76,0.92,0.92,0.89,0.93,0.85,0.8,0.85,0.59,Round_face_shape
0.79,0.74,0.81,0.91,0.57,0.64,0.85,0.86,0.84,0.95,0.95,0.76,0.68,0.97,0.95,0.93,0.97,0.87,0.85,0.87,0.44,Round_face_shape
0.88,0.86,0.81,0.82,0.57,0.58,0.84,0.87,0.82,0.92,0.93,0.82,0.67,0.96,0.98,0.94,0.97,0.94,0.79,0.87,0.42,Round_face_shape
0.83,0.8,0.75,0.79,0.6,0.6,0.84,0.84,0.77,0.9,0.92,0.83,0.69,0.96,0.96,0.91,0.98,0.88,0.78,0.84,0.49,Round_face_shape
0.85,0.8,0.79,0.83,0.63,0.66,0.83,0.77,0.74,0.9,0.93,0.79,0.73,0.94,0.93,0.9,0.94,0.91,0.86,0.87,0.52,Round_face_shape
0.74,0.71,0.74,0.82,0.55,0.54,0.88,0.9,0.89,0.96,0.94,0.85,0.64,0.98,0.95,0.92,0.97,0.87,0.82,0.91,0.35,Round_face_shape
0.88,0.86,0.8,0.81,0.57,0.56,0.86,0.9,0.85,0.92,0.92,0.83,0.65,0.97,0.98,0.94,0.99,0.94,0.79,0.88,0.4,Round_face_shape
0.8,0.76,0.75,0.83,0.55,0.58,0.83,0.86,0.84,0.94,0.97,0.82,0.66,0.95,0.95,0.93,0.96,0.92,0.83,0.94,0.41,Round_face_shape
0.83,0.79,0.95,0.97,0.74,0.88,0.85,0.67,0.64,0.88,0.88,0.66,0.81,0.93,0.9,0.89,0.93,0.83,0.81,0.86,0.71,Round_face_shape
0.89,0.87,0.86,0.84,0.6,0.63,0.85,0.84,0.78,0.91,0.92,0.78,0.69,0.97,0.97,0.94,0.98,0.9,0.83,0.89,0.48,Round_face_shape
0.87,0.83,0.75,0.84,0.57,0.56,0.9,0.87,0.88,0.97,0.92,0.84,0.66,0.97,0.95,0.92,0.96,0.91,0.67,0.85,0.42,Round_face_shape
0.9,0.85,0.9,0.88,0.57,0.62,0.85,0.89,0.84,0.93,0.93,0.77,0.66,0.98,0.97,0.95,0.98,0.88,0.85,0.88,0.4,Round_face_shape
0.78,0.76,0.64,0.75,0.55,0.52,0.85,0.93,0.85,0.91,0.92,0.89,0.64,0.99,0.97,0.93,0.99,0.91,0.85,0.94,0.36,Round_face_shape
0.95,0.93,0.8,0.78,0.73,0.74,0.81,0.67,0.62,0.85,0.89,0.79,0.81,0.9,0.9,0.89,0.91,0.88,0.8,0.82,0.7,Round_face_shape
0.83,0.81,0.67,0.78,0.55,0.55,0.82,0.86,0.84,0.93,0.96,0.87,0.66,0.96,0.95,0.91,0.96,0.94,0.91,0.91,0.41,Round_face_shape
0.88,0.88,0.8,0.87,0.5,0.51,0.89,0.99,1.0,1.0,0.96,0.83,0.6,0.99,0.98,0.94,0.99,0.95,0.82,0.98,0.29,Round_face_shape
0.91,0.91,0.79,0.9,0.55,0.6,0.86,0.84,0.88,0.99,0.98,0.8,0.67,0.96,0.93,0.88,0.95,0.95,0.94,0.87,0.4,Round_face_shape
0.89,0.89,0.79,0.82,0.52,0.5,0.88,0.97,0.96,0.97,0.94,0.87,0.61,0.99,0.98,0.94,0.99,0.93,0.83,0.9,0.27,Round_face_shape
0.87,0.89,0.91,0.95,0.82,0.98,0.84,0.59,0.56,0.85,0.87,0.65,0.9,0.89,0.86,0.85,0.88,0.87,0.81,0.82,0.86,Round_face_shape
0.86,0.83,0.78,0.79,0.75,0.75,0.84,0.66,0.62,0.85,0.87,0.78,0.82,0.91,0.91,0.87,0.91,0.89,0.81,0.87,0.72,Round_face_shape
0.83,0.78,0.85,0.79,0.73,0.73,0.82,0.7,0.63,0.84,0.87,0.78,0.79,0.92,0.92,0.92,0.93,0.87,0.63,0.88,0.67,Round_face_shape
0.92,0.87,0.99,0.98,0.82,0.93,0.92,0.61,0.62,0.9,0.85,0.67,0.87,0.87,0.89,0.86,0.89,0.84,0.6,0.79,0.85,Round_face_shape
0.91,0.89,0.92,0.91,0.72,0.8,0.87,0.69,0.67,0.9,0.89,0.71,0.8,0.9,0.92,0.89,0.92,0.86,0.68,0.88,0.7,Round_face_shape
0.93,0.93,0.79,0.79,0.72,0.68,0.89,0.7,0.68,0.9,0.87,0.82,0.78,0.9,0.91,0.88,0.92,0.86,0.65,0.85,0.69,Round_face_shape
0.84,0.84,0.8,0.8,0.79,0.77,0.87,0.66,0.62,0.86,0.85,0.78,0.83,0.9,0.9,0.87,0.91,0.81,0.6,0.87,0.76,Round_face_shape
0.8,0.73,0.93,0.98,0.71,0.83,0.89,0.69,0.68,0.93,0.89,0.69,0.8,0.91,0.91,0.88,0.92,0.87,0.67,0.85,0.67,Round_face_shape
0.86,0.83,0.83,0.85,0.69,0.7,0.89,0.73,0.71,0.92,0.88,0.78,0.76,0.91,0.93,0.9,0.93,0.85,0.66,0.82,0.62,Round_face_shape
0.87,0.84,0.82,0.86,0.67,0.68,0.88,0.73,0.74,0.93,0.9,0.79,0.75,0.91,0.92,0.91,0.92,0.86,0.71,0.87,0.6,Round_face_shape
0.85,0.83,0.85,0.86,0.62,0.61,0.93,0.83,0.84,0.96,0.89,0.81,0.69,0.94,0.97,0.93,0.95,0.85,0.68,0.95,0.49,Round_face_shape
0.83,0.77,0.84,0.84,0.56,0.56,0.88,0.87,0.88,0.96,0.93,0.83,0.65,0.96,0.96,0.95,0.96,0.89,0.73,0.89,0.35,Round_face_shape
0.9,0.89,0.75,0.78,0.72,0.68,0.88,0.71,0.67,0.88,0.86,0.82,0.78,0.93,0.91,0.89,0.93,0.83,0.55,0.86,0.65,Square_face_shape
0.9,0.84,0.79,0.78,0.73,0.69,0.87,0.71,0.66,0.87,0.85,0.81,0.78,0.92,0.92,0.92,0.93,0.85,0.62,0.82,0.64,Square_face_shape
0.8,0.74,0.74,0.86,0.71,0.73,0.88,0.71,0.7,0.9,0.87,0.76,0.77,0.92,0.92,0.9,0.93,0.79,0.6,0.86,0.67,Square_face_shape
0.84,0.78,0.81,0.85,0.63,0.65,0.87,0.79,0.77,0.92,0.91,0.79,0.72,0.94,0.95,0.92,0.95,0.85,0.71,0.83,0.54,Square_face_shape
0.9,0.85,0.92,0.91,0.59,0.7,0.81,0.81,0.77,0.91,0.96,0.73,0.7,0.96,0.94,0.95,0.96,0.91,0.9,0.91,0.46,Square_face_shape
0.78,0.7,0.64,0.77,0.61,0.58,0.85,0.79,0.78,0.92,0.93,0.87,0.71,0.93,0.92,0.93,0.93,0.87,0.78,0.9,0.5,Square_face_shape
0.88,0.81,0.93,0.93,0.56,0.63,0.88,0.9,0.86,0.95,0.93,0.75,0.65,0.96,0.99,0.98,0.98,0.88,0.85,0.9,0.37,Square_face_shape
0.79,0.75,0.67,0.79,0.51,0.47,0.91,0.97,0.99,0.99,0.94,0.92,0.6,0.97,0.97,0.95,0.98,0.91,0.69,0.89,0.29,Square_face_shape
0.85,0.81,0.84,0.86,0.56,0.56,0.91,0.9,0.89,0.97,0.92,0.82,0.64,0.96,0.98,0.95,0.98,0.88,0.7,0.88,0.36,Square_face_shape
0.84,0.77,0.8,0.78,0.68,0.62,0.9,0.81,0.74,0.89,0.84,0.83,0.71,0.94,0.97,0.96,0.97,0.8,0.57,0.91,0.53,Square_face_shape
0.84,0.8,0.81,0.79,0.74,0.71,0.87,0.73,0.66,0.85,0.84,0.79,0.77,0.92,0.95,0.94,0.95,0.82,0.5,0.93,0.68,Square_face_shape
0.98,0.97,0.86,0.85,0.53,0.54,0.87,0.94,0.92,0.96,0.95,0.82,0.62,0.98,0.99,0.96,0.99,0.95,0.74,0.85,0.35,Square_face_shape
0.76,0.69,0.63,0.79,0.57,0.55,0.87,0.86,0.85,0.94,0.93,0.86,0.66,0.95,0.95,0.93,0.96,0.88,0.62,0.84,0.48,Square_face_shape
0.91,0.86,0.73,0.78,0.5,0.49,0.84,0.99,0.93,0.93,0.95,0.88,0.6,0.99,1.0,0.97,1.0,0.94,0.83,0.87,0.31,Square_face_shape
0.87,0.8,0.76,0.82,0.54,0.58,0.81,0.89,0.82,0.91,0.97,0.81,0.66,0.97,0.96,0.96,0.97,0.92,0.81,0.92,0.38,Square_face_shape
0.89,0.84,0.77,0.81,0.54,0.52,0.88,0.94,0.9,0.95,0.92,0.86,0.62,0.97,0.99,0.97,0.98,0.91,0.76,0.91,0.34,Square_face_shape
0.95,0.91,0.89,0.96,0.6,0.71,0.86,0.79,0.79,0.96,0.95,0.72,0.71,0.95,0.94,0.92,0.94,0.92,0.79,0.9,0.54,Square_face_shape
0.95,0.92,0.89,0.84,0.55,0.58,0.84,0.9,0.85,0.93,0.95,0.8,0.65,0.97,0.97,0.95,0.98,0.91,0.75,0.89,0.39,Square_face_shape
0.82,0.76,0.67,0.8,0.53,0.52,0.86,0.91,0.9,0.96,0.96,0.87,0.63,0.95,0.97,0.95,0.97,0.93,0.88,0.87,0.37,Square_face_shape
0.91,0.88,0.75,0.77,0.59,0.58,0.82,0.8,0.77,0.9,0.95,0.86,0.7,0.94,0.95,0.92,0.94,0.95,0.77,0.86,0.5,Square_face_shape
0.89,0.84,0.82,0.85,0.59,0.64,0.83,0.81,0.78,0.92,0.94,0.79,0.7,0.95,0.95,0.93,0.95,0.9,0.84,0.88,0.46,Square_face_shape
0.76,0.7,0.76,0.85,0.6,0.63,0.85,0.8,0.78,0.93,0.94,0.79,0.7,0.94,0.93,0.93,0.95,0.88,0.77,0.87,0.48,Square_face_shape
0.92,0.9,0.74,0.79,0.6,0.6,0.83,0.81,0.77,0.91,0.93,0.84,0.7,0.95,0.95,0.91,0.95,0.92,0.87,0.81,0.5,Square_face_shape
0.78,0.71,0.67,0.81,0.53,0.54,0.85,0.91,0.89,0.95,0.96,0.85,0.64,0.97,0.97,0.94,0.98,0.91,0.88,0.87,0.36,Square_face_shape
0.85,0.8,0.69,0.78,0.57,0.56,0.84,0.84,0.81,0.92,0.94,0.86,0.67,0.95,0.95,0.94,0.96,0.91,0.9,0.96,0.42,Square_face_shape
0.9,0.82,0.72,0.79,0.5,0.5,0.84,0.96,0.93,0.95,0.97,0.88,0.61,0.97,0.98,1.0,0.97,0.96,0.81,0.92,0.3,Square_face_shape
0.92,0.87,0.77,0.84,0.66,0.71,0.84,0.7,0.7,0.9,0.93,0.78,0.77,0.91,0.91,0.91,0.91,0.89,0.69,0.86,0.65,Square_face_shape
0.86,0.81,0.79,0.84,0.55,0.55,0.87,0.93,0.88,0.94,0.93,0.82,0.64,0.96,0.99,0.98,0.98,0.89,0.8,0.95,0.38,Square_face_shape
0.87,0.83,0.85,0.83,0.72,0.77,0.82,0.67,0.63,0.86,0.9,0.75,0.81,0.91,0.9,0.91,0.91,0.87,0.79,0.85,0.7,Square_face_shape
0.89,0.81,0.89,0.97,0.59,0.67,0.9,0.84,0.85,0.97,0.92,0.73,0.68,0.95,0.97,0.94,0.97,0.89,0.72,0.86,0.47,Square_face_shape
0.77,0.69,0.65,0.79,0.59,0.56,0.89,0.86,0.84,0.94,0.9,0.85,0.67,0.94,0.96,0.95,0.97,0.87,0.63,0.81,0.48,Square_face_shape
1.0,0.98,0.86,0.88,0.63,0.67,0.87,0.77,0.77,0.93,0.92,0.77,0.72,0.94,0.95,0.94,0.94,0.93,0.7,0.82,0.55,Square_face_shape
0.93,0.92,0.8,0.82,0.5,0.49,0.87,1.0,0.97,0.97,0.95,0.86,0.59,0.99,0.99,0.96,1.0,0.94,0.73,0.87,0.29,Square_face_shape
0.86,0.81,0.73,0.82,0.54,0.54,0.87,0.9,0.89,0.96,0.95,0.85,0.64,0.96,0.97,0.95,0.96,0.92,0.94,0.83,0.35,Square_face_shape
0.84,0.79,0.82,0.85,0.57,0.6,0.85,0.84,0.84,0.95,0.96,0.81,0.67,0.95,0.94,0.94,0.95,0.91,0.83,0.85,0.38,Square_face_shape
0.85,0.79,0.78,0.79,0.52,0.52,0.85,0.96,0.9,0.93,0.94,0.86,0.62,0.97,1.0,0.98,0.99,0.93,0.81,0.95,0.3,Square_face_shape
0.88,0.83,0.7,0.77,0.58,0.54,0.87,0.87,0.84,0.93,0.91,0.88,0.66,0.96,0.97,0.94,0.97,0.91,0.71,0.88,0.42,Square_face_shape
0.79,0.71,0.79,0.85,0.61,0.67,0.82,0.79,0.74,0.91,0.94,0.78,0.72,0.93,0.94,0.92,0.95,0.89,0.9,0.91,0.52,Square_face_shape
0.84,0.79,0.68,0.77,0.55,0.52,0.87,0.89,0.88,0.95,0.94,0.9,0.65,0.95,0.95,0.94,0.96,0.91,0.72,0.89,0.37,Square_face_shape
0.89,0.84,0.76,0.79,0.55,0.53,0.86,0.93,0.88,0.93,0.93,0.86,0.63,0.98,0.98,0.95,0.98,0.92,0.81,0.88,0.33,Square_face_shape
0.84,0.79,0.68,0.75,0.64,0.58,0.87,0.79,0.75,0.91,0.9,0.88,0.72,0.93,0.93,0.92,0.94,0.87,0.69,0.91,0.53,Square_face_shape
0.91,0.87,0.71,0.74,0.6,0.57,0.82,0.8,0.75,0.9,0.93,0.88,0.7,0.93,0.94,0.93,0.94,0.97,0.92,0.91,0.47,Square_face_shape
0.79,0.73,0.75,0.85,0.56,0.58,0.87,0.89,0.86,0.95,0.94,0.81,0.66,0.96,0.97,0.94,0.97,0.89,0.61,0.86,0.44,Square_face_shape
0.89,0.85,0.69,0.79,0.57,0.52,0.9,0.87,0.88,0.97,0.91,0.89,0.65,0.94,0.97,0.94,0.96,0.94,0.67,0.86,0.42,Square_face_shape
0.8,0.73,0.65,0.73,0.6,0.54,0.85,0.84,0.79,0.9,0.91,0.89,0.68,0.96,0.95,0.95,0.96,0.88,0.68,0.88,0.44,Square_face_shape
0.86,0.78,0.68,0.79,0.64,0.65,0.82,0.73,0.71,0.9,0.93,0.83,0.75,0.91,0.91,0.92,0.92,0.89,0.8,0.87,0.57,Square_face_shape
0.91,0.88,0.71,0.81,0.53,0.51,0.88,0.94,0.93,0.97,0.94,0.87,0.62,0.97,0.97,0.95,0.98,0.92,0.57,0.81,0.4,Square_face_shape
0.88,0.83,0.92,0.91,0.6,0.71,0.82,0.8,0.75,0.91,0.96,0.72,0.71,0.95,0.94,0.94,0.96,0.91,0.87,0.89,0.47,Square_face_shape
0.89,0.84,0.91,0.91,0.61,0.72,0.82,0.77,0.74,0.91,0.95,0.72,0.73,0.94,0.93,0.94,0.95,0.9,0.88,0.9,0.5,Square_face_shape
0.8,0.73,0.75,0.79,0.56,0.54,0.87,0.91,0.86,0.93,0.92,0.85,0.64,0.96,0.99,0.98,0.98,0.88,0.72,0.88,0.37,Square_face_shape
0.79,0.73,0.67,0.72,0.58,0.53,0.84,0.87,0.79,0.89,0.92,0.9,0.66,0.95,0.97,0.97,0.97,0.88,0.82,0.97,0.41,Square_face_shape
0.79,0.72,0.68,0.78,0.61,0.62,0.81,0.76,0.73,0.9,0.96,0.84,0.73,0.92,0.92,0.92,0.92,0.91,0.86,0.83,0.51,Square_face_shape
0.8,0.7,0.63,0.77,0.59,0.57,0.84,0.8,0.79,0.93,0.94,0.87,0.7,0.94,0.92,0.94,0.93,0.9,0.78,0.92,0.48,Square_face_shape
0.88,0.81,0.93,0.93,0.56,0.63,0.88,0.9,0.86,0.95,0.93,0.75,0.65,0.96,0.99,0.98,0.98,0.88,0.85,0.9,0.37,Square_face_shape
0.89,0.82,0.74,0.79,0.63,0.62,0.84,0.74,0.74,0.92,0.93,0.84,0.73,0.91,0.91,0.93,0.92,0.92,0.73,0.89,0.53,Square_face_shape
0.79,0.75,0.66,0.77,0.63,0.59,0.87,0.77,0.77,0.92,0.9,0.87,0.72,0.93,0.93,0.92,0.93,0.88,0.64,0.83,0.55,Square_face_shape
0.88,0.85,0.76,0.79,0.56,0.54,0.87,0.93,0.86,0.92,0.91,0.84,0.64,0.98,0.99,0.95,0.99,0.9,0.8,0.82,0.38,Square_face_shape
0.92,0.86,0.83,0.83,0.54,0.57,0.82,0.87,0.85,0.94,0.98,0.82,0.66,0.96,0.95,0.95,0.96,0.95,0.93,0.9,0.34,Square_face_shape
0.8,0.74,0.71,0.77,0.59,0.56,0.85,0.86,0.79,0.91,0.92,0.86,0.68,0.93,0.97,0.95,0.97,0.89,0.76,0.86,0.45,Square_face_shape
0.81,0.74,0.69,0.81,0.53,0.55,0.82,0.89,0.85,0.93,0.97,0.84,0.65,0.97,0.96,0.95,0.97,0.92,0.84,0.89,0.37,Square_face_shape
0.93,0.89,0.78,0.76,0.59,0.6,0.79,0.8,0.74,0.88,0.96,0.84,0.7,0.95,0.94,0.93,0.95,0.93,0.8,0.92,0.45,Square_face_shape
0.78,0.71,0.76,0.76,0.64,0.63,0.82,0.77,0.71,0.87,0.91,0.83,0.73,0.93,0.95,0.94,0.95,0.86,0.77,0.99,0.52,Square_face_shape
0.81,0.75,0.71,0.89,0.65,0.69,0.88,0.73,0.75,0.95,0.91,0.78,0.75,0.92,0.91,0.9,0.91,0.86,0.62,0.79,0.63,Square_face_shape
0.9,0.86,0.75,0.84,0.49,0.51,0.87,0.97,0.99,0.99,0.97,0.85,0.6,0.96,0.98,0.97,0.98,0.96,0.79,0.95,0.32,Square_face_shape
0.88,0.84,0.74,0.82,0.53,0.52,0.9,0.94,0.93,0.97,0.93,0.86,0.62,0.96,0.98,0.97,0.98,0.92,0.7,0.9,0.35,Square_face_shape
0.77,0.7,0.62,0.78,0.65,0.63,0.84,0.73,0.73,0.91,0.92,0.85,0.74,0.92,0.91,0.89,0.92,0.85,0.73,0.84,0.6,Square_face_shape
0.87,0.81,0.77,0.85,0.55,0.58,0.85,0.89,0.86,0.95,0.95,0.81,0.65,0.96,0.97,0.95,0.97,0.93,0.93,0.86,0.39,Square_face_shape
0.87,0.8,0.91,0.94,0.52,0.61,0.84,0.91,0.9,0.97,0.99,0.75,0.64,0.97,0.97,0.98,0.98,0.95,0.88,0.91,0.33,Square_face_shape
0.78,0.72,0.63,0.74,0.59,0.55,0.85,0.84,0.79,0.91,0.92,0.89,0.68,0.95,0.96,0.92,0.96,0.88,0.8,0.89,0.45,Square_face_shape
0.87,0.8,0.75,0.77,0.59,0.58,0.83,0.84,0.78,0.89,0.92,0.84,0.68,0.95,0.97,0.96,0.97,0.9,0.83,0.9,0.44,Square_face_shape
0.86,0.82,0.75,0.75,0.55,0.51,0.84,0.91,0.86,0.92,0.93,0.89,0.64,0.96,0.98,0.98,0.98,0.91,0.86,0.95,0.33,Square_face_shape
0.87,0.82,0.79,0.75,0.61,0.59,0.83,0.81,0.75,0.88,0.91,0.85,0.7,0.94,0.96,0.97,0.96,0.89,0.83,0.94,0.46,Square_face_shape
0.92,0.88,0.79,0.76,0.68,0.65,0.84,0.74,0.68,0.87,0.89,0.83,0.75,0.92,0.94,0.91,0.94,0.86,0.86,0.88,0.56,Square_face_shape
0.89,0.88,0.78,0.84,0.65,0.68,0.85,0.74,0.73,0.91,0.92,0.79,0.75,0.93,0.92,0.9,0.93,0.86,0.67,0.79,0.6,Square_face_shape
0.89,0.86,0.74,0.82,0.6,0.62,0.84,0.8,0.78,0.92,0.94,0.82,0.7,0.94,0.95,0.91,0.95,0.93,0.87,0.89,0.51,Square_face_shape
0.84,0.78,0.81,0.88,0.51,0.56,0.85,0.94,0.92,0.96,0.97,0.79,0.62,0.98,0.98,0.97,0.99,0.92,0.92,0.95,0.3,Square_face_shape
0.84,0.76,0.88,0.82,0.56,0.57,0.85,0.87,0.84,0.93,0.94,0.82,0.66,0.96,0.96,0.97,0.97,0.92,0.79,0.89,0.33,Square_face_shape
0.78,0.72,0.65,0.79,0.53,0.52,0.85,0.91,0.89,0.95,0.95,0.87,0.63,0.97,0.97,0.93,0.98,0.91,0.9,0.94,0.34,Square_face_shape
0.91,0.88,0.78,0.81,0.64,0.67,0.82,0.76,0.71,0.88,0.92,0.79,0.74,0.94,0.94,0.93,0.94,0.92,0.69,0.91,0.59,Square_face_shape
0.87,0.79,0.79,0.81,0.57,0.56,0.87,0.89,0.85,0.94,0.92,0.84,0.65,0.95,0.98,0.96,0.97,0.9,0.72,0.83,0.39,Square_face_shape
0.87,0.83,0.68,0.77,0.57,0.54,0.86,0.84,0.84,0.94,0.94,0.89,0.67,0.94,0.94,0.93,0.95,0.93,0.81,0.93,0.42,Square_face_shape
0.9,0.88,0.69,0.77,0.71,0.66,0.87,0.7,0.68,0.89,0.88,0.84,0.78,0.91,0.91,0.88,0.91,0.85,0.78,0.83,0.67,Square_face_shape
0.88,0.82,0.78,0.82,0.59,0.63,0.81,0.8,0.75,0.9,0.96,0.8,0.7,0.94,0.94,0.95,0.95,0.9,0.87,0.93,0.46,Square_face_shape
0.9,0.82,0.88,0.9,0.55,0.63,0.82,0.87,0.84,0.94,0.98,0.75,0.67,0.96,0.96,0.96,0.97,0.92,0.89,0.88,0.37,Square_face_shape
0.82,0.75,0.8,0.79,0.57,0.59,0.8,0.87,0.78,0.88,0.95,0.82,0.67,0.96,0.97,0.96,0.98,0.89,0.83,0.96,0.38,Square_face_shape
0.83,0.79,0.7,0.86,0.61,0.62,0.9,0.8,0.82,0.97,0.91,0.81,0.7,0.93,0.94,0.91,0.94,0.87,0.83,0.82,0.5,Square_face_shape
0.9,0.85,0.8,0.84,0.57,0.58,0.87,0.87,0.85,0.95,0.93,0.81,0.66,0.95,0.98,0.94,0.97,0.91,0.75,0.91,0.44,Square_face_shape
0.83,0.79,0.74,0.81,0.55,0.53,0.88,0.93,0.9,0.95,0.92,0.86,0.63,0.97,0.99,0.95,0.99,0.92,0.68,0.88,0.37,Square_face_shape
0.95,0.93,0.87,0.8,0.67,0.66,0.86,0.77,0.71,0.89,0.88,0.81,0.74,0.93,0.94,0.93,0.95,0.86,0.84,0.89,0.55,Square_face_shape
0.85,0.81,0.66,0.7,0.71,0.6,0.88,0.7,0.68,0.89,0.87,0.92,0.77,0.88,0.91,0.9,0.9,0.88,0.67,0.94,0.61,Square_face_shape
0.83,0.81,0.79,0.75,0.71,0.67,0.84,0.73,0.66,0.85,0.87,0.82,0.77,0.92,0.94,0.91,0.94,0.87,0.86,0.91,0.6,Square_face_shape
0.88,0.83,0.87,0.77,0.72,0.68,0.87,0.7,0.67,0.87,0.86,0.82,0.78,0.9,0.93,0.93,0.92,0.86,0.7,0.83,0.61,Square_face_shape
0.93,0.9,0.95,0.91,0.74,0.79,0.9,0.71,0.67,0.89,0.85,0.71,0.79,0.93,0.93,0.91,0.94,0.8,0.65,0.79,0.66,Square_face_shape
0.92,0.88,0.86,0.82,0.7,0.7,0.85,0.73,0.68,0.88,0.88,0.78,0.76,0.93,0.93,0.9,0.94,0.86,0.67,0.8,0.61,Square_face_shape
0.91,0.88,0.8,0.77,0.66,0.62,0.87,0.77,0.73,0.89,0.88,0.85,0.73,0.93,0.94,0.91,0.95,0.89,0.67,0.84,0.53,Square_face_shape
0.87,0.82,0.88,0.84,0.77,0.76,0.88,0.69,0.64,0.87,0.84,0.75,0.8,0.91,0.92,0.9,0.93,0.84,0.68,0.79,0.68,Square_face_shape
0.88,0.87,0.9,0.8,0.82,0.8,0.87,0.64,0.59,0.84,0.83,0.76,0.85,0.88,0.9,0.88,0.92,0.87,0.64,0.82,0.78,Square_face_shape
0.87,0.79,0.83,0.82,0.7,0.71,0.85,0.7,0.67,0.89,0.89,0.78,0.78,0.9,0.93,0.91,0.92,0.89,0.57,0.82,0.66,Square_face_shape
0.84,0.78,0.76,0.79,0.71,0.69,0.87,0.69,0.67,0.9,0.89,0.82,0.79,0.89,0.91,0.9,0.91,0.87,0.63,0.88,0.66,Square_face_shape
0.87,0.82,0.79,0.83,0.85,0.89,0.83,0.57,0.55,0.83,0.86,0.73,0.91,0.85,0.86,0.86,0.86,0.82,0.58,0.79,0.93,Square_face_shape
