chin_angle_1,chin_angle_2,cheek_bone_angle,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,face_shape
0.8,0.77,0.84,0.82,0.59,0.57,0.88,0.84,0.84,0.95,0.92,0.84,0.67,0.96,0.95,0.93,0.96,0.9,0.66,0.94,0.37,Oval_face_shape
0.72,0.67,0.88,0.84,0.6,0.6,0.87,0.84,0.81,0.93,0.92,0.81,0.68,0.96,0.95,0.93,0.97,0.86,0.67,0.86,0.39,Oval_face_shape
0.81,0.76,0.73,0.71,0.66,0.56,0.87,0.77,0.74,0.9,0.88,0.92,0.72,0.94,0.92,0.91,0.93,0.87,0.6,0.9,0.47,Oval_face_shape
0.81,0.78,0.8,0.77,0.54,0.5,0.87,0.93,0.89,0.95,0.93,0.9,0.63,0.98,0.97,0.94,0.98,0.91,0.63,0.92,0.29,Oval_face_shape
0.83,0.8,0.77,0.74,0.69,0.65,0.84,0.69,0.67,0.88,0.9,0.86,0.78,0.91,0.89,0.86,0.9,0.92,0.66,0.84,0.58,Oval_face_shape
0.82,0.78,0.77,0.78,0.61,0.57,0.88,0.8,0.79,0.93,0.91,0.87,0.69,0.94,0.94,0.93,0.94,0.89,0.65,0.85,0.41,Oval_face_shape
0.78,0.73,0.8,0.78,0.56,0.53,0.87,0.89,0.86,0.94,0.93,0.88,0.65,0.97,0.95,0.95,0.96,0.88,0.68,0.89,0.31,Oval_face_shape
0.73,0.64,0.7,0.79,0.6,0.57,0.88,0.79,0.82,0.96,0.93,0.88,0.7,0.93,0.92,0.92,0.92,0.88,0.6,0.9,0.43,Oval_face_shape
0.76,0.69,0.86,0.77,0.93,0.93,0.82,0.51,0.49,0.8,0.84,0.75,0.97,0.84,0.82,0.82,0.84,0.78,0.73,0.75,0.92,Oval_face_shape
0.86,0.74,0.86,0.82,1.0,1.0,0.86,0.49,0.48,0.8,0.8,0.72,1.0,0.84,0.79,0.84,0.82,0.78,0.8,0.68,0.98,Oval_face_shape
0.7,0.61,0.81,0.8,0.85,0.82,0.87,0.6,0.56,0.83,0.82,0.76,0.87,0.89,0.89,0.88,0.89,0.72,0.68,0.84,0.81,Oval_face_shape
0.8,0.72,0.74,0.8,0.86,0.82,0.88,0.59,0.58,0.85,0.83,0.77,0.89,0.87,0.85,0.86,0.88,0.83,0.61,0.78,0.85,Oval_face_shape
0.74,0.67,0.75,0.79,0.62,0.57,0.89,0.84,0.81,0.93,0.89,0.85,0.68,0.96,0.95,0.93,0.97,0.85,0.69,0.87,0.39,Oval_face_shape
0.85,0.8,0.87,0.72,0.8,0.79,0.77,0.63,0.53,0.77,0.86,0.78,0.86,0.89,0.89,0.91,0.9,0.8,0.83,0.9,0.75,Oval_face_shape
0.83,0.76,0.88,0.79,0.75,0.74,0.84,0.67,0.62,0.84,0.87,0.78,0.81,0.9,0.91,0.93,0.92,0.83,0.64,0.93,0.66,Oval_face_shape
0.72,0.65,0.84,0.87,0.67,0.7,0.87,0.73,0.73,0.92,0.91,0.77,0.75,0.91,0.92,0.93,0.92,0.81,0.81,0.86,0.55,Oval_face_shape
0.74,0.68,0.82,0.91,0.67,0.75,0.86,0.73,0.71,0.92,0.91,0.74,0.76,0.93,0.91,0.88,0.93,0.84,0.82,0.9,0.59,Oval_face_shape
0.9,0.9,0.79,0.82,0.59,0.62,0.82,0.81,0.78,0.91,0.95,0.81,0.7,0.97,0.93,0.89,0.96,0.94,0.84,0.95,0.46,Oval_face_shape
0.76,0.73,0.61,0.78,0.61,0.64,0.78,0.7,0.71,0.91,1.0,0.85,0.76,0.92,0.87,0.82,0.9,0.92,0.95,0.91,0.55,Oval_face_shape
0.87,0.82,0.67,0.72,0.63,0.56,0.85,0.8,0.75,0.89,0.9,0.9,0.7,0.95,0.93,0.93,0.95,0.88,0.71,0.9,0.48,Oval_face_shape
0.78,0.71,0.63,0.78,0.54,0.53,0.84,0.84,0.86,0.96,0.98,0.89,0.66,0.94,0.92,0.94,0.94,0.97,0.76,0.91,0.38,Oval_face_shape
0.85,0.81,0.63,0.82,0.75,0.76,0.86,0.63,0.63,0.89,0.89,0.79,0.84,0.9,0.87,0.8,0.89,0.84,0.71,0.87,0.78,Oval_face_shape
0.77,0.73,0.67,0.77,0.57,0.6,0.78,0.79,0.75,0.9,0.99,0.85,0.71,0.94,0.92,0.89,0.93,0.91,0.95,0.93,0.45,Oval_face_shape
0.89,0.89,0.69,0.75,0.66,0.64,0.82,0.71,0.68,0.88,0.92,0.86,0.76,0.92,0.9,0.87,0.92,0.92,0.82,0.84,0.59,Oval_face_shape
0.84,0.82,0.76,0.83,0.59,0.61,0.84,0.8,0.79,0.94,0.96,0.83,0.71,0.95,0.92,0.88,0.94,0.91,0.84,0.98,0.43,Oval_face_shape
0.73,0.69,0.64,0.78,0.54,0.53,0.84,0.89,0.86,0.94,0.96,0.88,0.65,0.97,0.95,0.92,0.97,0.91,0.7,0.94,0.37,Oval_face_shape
0.92,0.92,0.69,0.68,0.63,0.58,0.79,0.77,0.7,0.85,0.93,0.91,0.73,0.95,0.92,0.89,0.94,0.92,0.79,0.92,0.49,Oval_face_shape
0.69,0.6,0.59,0.76,0.63,0.6,0.84,0.73,0.74,0.92,0.94,0.88,0.74,0.91,0.89,0.92,0.91,0.89,0.65,0.85,0.58,Oval_face_shape
0.89,0.88,0.75,0.75,0.58,0.56,0.81,0.83,0.78,0.9,0.95,0.87,0.68,0.97,0.94,0.9,0.96,0.96,0.87,0.92,0.39,Oval_face_shape
0.77,0.72,0.77,0.76,0.83,0.82,0.81,0.61,0.55,0.8,0.85,0.76,0.87,0.9,0.89,0.86,0.89,0.79,0.73,0.8,0.82,Oval_face_shape
0.88,0.85,0.7,0.78,0.57,0.55,0.85,0.84,0.84,0.94,0.95,0.87,0.67,0.96,0.94,0.92,0.95,0.94,0.77,0.87,0.42,Oval_face_shape
0.78,0.73,0.66,0.81,0.59,0.57,0.88,0.83,0.82,0.95,0.93,0.86,0.68,0.94,0.94,0.9,0.95,0.93,0.74,0.89,0.47,Oval_face_shape
0.78,0.75,0.62,0.79,0.58,0.56,0.86,0.83,0.82,0.95,0.94,0.87,0.68,0.95,0.92,0.89,0.95,0.91,0.67,0.88,0.48,Oval_face_shape
0.83,0.78,0.71,0.8,0.54,0.53,0.87,0.89,0.89,0.96,0.95,0.87,0.64,0.96,0.95,0.95,0.96,0.94,0.78,0.87,0.34,Oval_face_shape
0.71,0.63,0.66,0.86,0.62,0.64,0.88,0.77,0.79,0.96,0.92,0.81,0.72,0.93,0.91,0.9,0.93,0.86,0.73,0.9,0.54,Oval_face_shape
0.8,0.74,0.67,0.78,0.63,0.61,0.85,0.77,0.75,0.91,0.92,0.85,0.72,0.93,0.93,0.89,0.94,0.89,0.74,0.86,0.54,Oval_face_shape
0.79,0.75,0.75,0.8,0.57,0.58,0.82,0.86,0.81,0.92,0.95,0.83,0.68,0.96,0.95,0.92,0.97,0.9,0.91,0.93,0.4,Oval_face_shape
0.81,0.76,0.69,0.81,0.54,0.53,0.87,0.9,0.89,0.96,0.95,0.86,0.64,0.97,0.95,0.93,0.97,0.9,0.74,0.92,0.35,Oval_face_shape
0.85,0.82,0.76,0.82,0.63,0.63,0.87,0.77,0.77,0.93,0.92,0.82,0.72,0.94,0.93,0.89,0.94,0.86,0.74,0.85,0.54,Oval_face_shape
0.83,0.8,0.68,0.78,0.66,0.63,0.86,0.74,0.73,0.9,0.9,0.85,0.74,0.93,0.92,0.89,0.93,0.91,0.68,0.87,0.59,Oval_face_shape
0.82,0.78,0.8,0.84,0.69,0.74,0.84,0.69,0.67,0.89,0.91,0.76,0.79,0.92,0.89,0.9,0.91,0.9,0.93,0.83,0.63,Oval_face_shape
0.77,0.7,0.84,0.87,0.66,0.72,0.85,0.73,0.71,0.91,0.92,0.76,0.76,0.93,0.91,0.9,0.93,0.83,0.86,0.87,0.55,Oval_face_shape
0.7,0.64,0.63,0.82,0.55,0.54,0.87,0.9,0.88,0.96,0.95,0.85,0.65,0.97,0.95,0.91,0.97,0.9,0.72,0.91,0.4,Oval_face_shape
0.79,0.76,0.75,0.8,0.58,0.56,0.87,0.84,0.84,0.94,0.93,0.86,0.68,0.96,0.94,0.91,0.95,0.89,0.83,0.9,0.39,Oval_face_shape
0.78,0.71,0.74,0.81,0.55,0.54,0.87,0.9,0.88,0.96,0.95,0.85,0.64,0.97,0.96,0.93,0.97,0.89,0.73,0.85,0.35,Oval_face_shape
0.79,0.74,0.8,0.83,0.57,0.58,0.87,0.84,0.84,0.95,0.94,0.83,0.67,0.96,0.94,0.94,0.96,0.91,0.84,0.88,0.37,Oval_face_shape
0.8,0.75,0.74,0.81,0.69,0.7,0.83,0.69,0.67,0.9,0.92,0.81,0.79,0.9,0.88,0.89,0.9,0.91,0.79,0.8,0.64,Oval_face_shape
0.76,0.73,0.73,0.84,0.54,0.57,0.84,0.9,0.88,0.95,0.96,0.82,0.65,0.97,0.96,0.92,0.97,0.92,0.82,0.91,0.38,Oval_face_shape
0.77,0.67,0.76,0.89,0.56,0.62,0.85,0.84,0.85,0.95,0.96,0.78,0.67,0.96,0.95,0.94,0.96,0.91,0.94,0.88,0.39,Oval_face_shape
0.77,0.69,0.71,0.81,0.53,0.53,0.85,0.91,0.89,0.95,0.96,0.86,0.63,0.97,0.96,0.94,0.97,0.9,0.77,0.93,0.32,Oval_face_shape
0.81,0.79,0.71,0.78,0.59,0.59,0.82,0.83,0.77,0.9,0.95,0.84,0.69,0.95,0.94,0.91,0.96,0.91,0.81,0.94,0.47,Oval_face_shape
0.72,0.62,0.59,0.82,0.71,0.71,0.85,0.66,0.67,0.91,0.91,0.81,0.8,0.9,0.87,0.87,0.89,0.91,0.7,0.88,0.7,Oval_face_shape
0.71,0.62,0.55,0.75,0.56,0.54,0.83,0.86,0.82,0.93,0.96,0.89,0.67,0.96,0.93,0.92,0.95,0.9,0.82,0.94,0.42,Oval_face_shape
0.71,0.65,0.7,0.82,0.63,0.63,0.86,0.77,0.75,0.93,0.92,0.82,0.73,0.94,0.91,0.9,0.93,0.89,0.75,0.92,0.52,Oval_face_shape
0.75,0.68,0.68,0.82,0.61,0.61,0.87,0.81,0.79,0.93,0.92,0.83,0.7,0.94,0.94,0.92,0.95,0.86,0.81,0.87,0.48,Oval_face_shape
0.83,0.79,0.67,0.79,0.51,0.49,0.87,0.96,0.95,0.97,0.96,0.89,0.61,0.98,0.96,0.94,0.98,0.94,0.78,0.94,0.3,Oval_face_shape
0.73,0.61,0.91,0.89,0.82,0.86,0.9,0.6,0.6,0.89,0.85,0.73,0.87,0.87,0.86,0.88,0.88,0.77,0.71,0.82,0.76,Oval_face_shape
0.67,0.58,0.82,0.83,0.73,0.7,0.92,0.73,0.7,0.9,0.85,0.79,0.77,0.93,0.92,0.91,0.94,0.78,0.66,0.83,0.56,Oval_face_shape
0.81,0.75,0.76,0.74,0.77,0.69,0.86,0.66,0.62,0.85,0.85,0.84,0.82,0.9,0.89,0.91,0.9,0.82,0.71,0.93,0.65,Oval_face_shape
0.72,0.64,0.93,0.87,0.81,0.82,0.9,0.66,0.62,0.87,0.83,0.73,0.84,0.9,0.9,0.89,0.92,0.79,0.73,0.91,0.7,Oval_face_shape
0.74,0.68,0.73,0.79,0.58,0.55,0.88,0.86,0.85,0.95,0.92,0.87,0.66,0.95,0.96,0.95,0.96,0.85,0.59,0.89,0.38,Oval_face_shape
0.75,0.7,0.61,0.75,0.77,0.69,0.88,0.64,0.64,0.88,0.85,0.86,0.82,0.88,0.88,0.85,0.89,0.84,0.6,0.91,0.7,Oval_face_shape
0.82,0.78,0.74,0.77,0.73,0.69,0.87,0.67,0.66,0.88,0.87,0.83,0.8,0.9,0.9,0.89,0.91,0.83,0.63,0.86,0.67,Oval_face_shape
0.78,0.73,0.62,0.74,0.73,0.66,0.87,0.67,0.66,0.89,0.88,0.87,0.8,0.89,0.89,0.85,0.9,0.84,0.64,0.9,0.67,Oval_face_shape
0.82,0.76,0.72,0.77,0.8,0.74,0.87,0.6,0.6,0.87,0.87,0.83,0.86,0.86,0.86,0.85,0.87,0.86,0.64,0.8,0.77,Oval_face_shape
0.8,0.77,0.67,0.72,0.88,0.79,0.84,0.56,0.53,0.82,0.83,0.83,0.91,0.85,0.85,0.84,0.86,0.85,0.55,0.87,0.9,Oval_face_shape
0.76,0.68,0.65,0.74,0.73,0.65,0.87,0.67,0.66,0.89,0.87,0.88,0.8,0.89,0.88,0.87,0.9,0.88,0.56,0.81,0.66,Oval_face_shape
0.73,0.66,0.77,0.82,0.72,0.7,0.89,0.7,0.68,0.9,0.87,0.8,0.78,0.92,0.91,0.88,0.92,0.83,0.65,0.87,0.62,Oval_face_shape
0.77,0.7,0.75,0.73,0.74,0.69,0.82,0.63,0.62,0.86,0.89,0.85,0.82,0.89,0.87,0.88,0.88,0.86,0.7,0.83,0.66,Oval_face_shape
0.79,0.74,0.81,0.76,0.78,0.73,0.87,0.66,0.62,0.86,0.84,0.81,0.82,0.89,0.91,0.88,0.91,0.82,0.8,0.9,0.69,Oval_face_shape
0.78,0.72,0.66,0.68,0.7,0.59,0.85,0.71,0.67,0.86,0.87,0.92,0.76,0.91,0.92,0.89,0.92,0.87,0.56,0.85,0.59,Oval_face_shape
0.7,0.62,0.65,0.75,0.72,0.64,0.88,0.69,0.68,0.9,0.87,0.87,0.78,0.9,0.89,0.88,0.91,0.85,0.55,0.85,0.64,Oval_face_shape
0.82,0.73,0.7,0.76,0.78,0.72,0.87,0.61,0.62,0.88,0.86,0.83,0.84,0.88,0.87,0.88,0.87,0.85,0.54,0.79,0.75,Oval_face_shape
0.78,0.74,0.8,0.78,0.72,0.67,0.9,0.71,0.68,0.89,0.85,0.83,0.77,0.92,0.93,0.91,0.93,0.83,0.61,0.84,0.61,Oval_face_shape
0.81,0.78,0.77,0.75,0.68,0.61,0.88,0.77,0.73,0.89,0.86,0.86,0.73,0.94,0.94,0.9,0.94,0.87,0.59,0.82,0.53,Oval_face_shape
0.86,0.78,0.71,0.75,0.86,0.81,0.84,0.57,0.55,0.83,0.84,0.79,0.9,0.87,0.85,0.85,0.87,0.83,0.6,0.85,0.89,Oval_face_shape
0.69,0.62,0.57,0.72,0.71,0.63,0.85,0.7,0.66,0.87,0.88,0.88,0.78,0.92,0.89,0.85,0.92,0.82,0.5,0.83,0.65,Oval_face_shape
0.76,0.72,0.75,0.74,0.72,0.66,0.85,0.69,0.66,0.87,0.87,0.85,0.79,0.91,0.9,0.88,0.92,0.85,0.7,0.89,0.61,Oval_face_shape
0.89,0.85,0.73,0.69,0.69,0.58,0.87,0.74,0.7,0.88,0.86,0.92,0.75,0.92,0.92,0.91,0.93,0.84,0.55,0.89,0.55,Oval_face_shape
0.8,0.73,0.75,0.76,0.78,0.74,0.84,0.61,0.6,0.86,0.87,0.82,0.84,0.88,0.88,0.87,0.88,0.83,0.57,0.83,0.75,Oval_face_shape
0.8,0.74,0.82,0.77,0.72,0.69,0.85,0.69,0.66,0.87,0.87,0.82,0.79,0.91,0.91,0.91,0.91,0.88,0.62,0.85,0.61,Oval_face_shape
0.78,0.74,0.77,0.74,0.88,0.79,0.87,0.57,0.55,0.82,0.81,0.81,0.9,0.88,0.86,0.85,0.87,0.83,0.6,0.78,0.83,Oval_face_shape
0.81,0.74,0.64,0.72,0.81,0.69,0.88,0.63,0.6,0.86,0.83,0.87,0.84,0.88,0.88,0.86,0.89,0.81,0.51,0.75,0.75,Oval_face_shape
0.85,0.79,0.83,0.81,0.7,0.71,0.84,0.69,0.66,0.88,0.9,0.79,0.79,0.91,0.9,0.89,0.91,0.85,0.7,0.82,0.62,Oval_face_shape
0.85,0.81,0.79,0.76,0.73,0.67,0.88,0.7,0.67,0.88,0.86,0.84,0.78,0.91,0.91,0.9,0.91,0.86,0.63,0.75,0.63,Oval_face_shape
0.75,0.67,0.8,0.8,0.85,0.79,0.9,0.61,0.59,0.86,0.82,0.78,0.86,0.88,0.87,0.87,0.9,0.8,0.65,0.8,0.77,Oval_face_shape
0.81,0.73,0.66,0.77,0.83,0.76,0.9,0.61,0.6,0.87,0.83,0.82,0.86,0.88,0.86,0.85,0.89,0.77,0.6,0.87,0.78,Oval_face_shape
0.77,0.73,0.72,0.79,0.76,0.75,0.85,0.61,0.62,0.88,0.88,0.81,0.84,0.88,0.87,0.85,0.87,0.83,0.76,0.91,0.73,Oval_face_shape
0.69,0.62,0.67,0.75,0.73,0.73,0.79,0.63,0.6,0.85,0.92,0.83,0.84,0.89,0.86,0.84,0.88,0.86,0.83,0.84,0.71,Oval_face_shape
0.77,0.7,0.65,0.74,0.68,0.67,0.79,0.66,0.64,0.87,0.94,0.85,0.8,0.9,0.87,0.89,0.88,0.91,0.82,0.83,0.62,Oval_face_shape
0.74,0.68,0.6,0.76,0.67,0.61,0.88,0.73,0.74,0.92,0.89,0.88,0.75,0.91,0.91,0.87,0.91,0.84,0.58,0.87,0.6,Oval_face_shape
0.89,0.77,0.78,0.76,0.85,0.86,0.79,0.57,0.52,0.79,0.86,0.76,0.9,0.85,0.87,0.89,0.87,0.78,0.61,0.93,0.91,Oval_face_shape
0.73,0.67,0.75,0.72,0.71,0.67,0.8,0.66,0.63,0.85,0.92,0.86,0.81,0.89,0.88,0.89,0.89,0.9,0.66,0.91,0.66,Oval_face_shape
0.66,0.59,0.73,0.8,0.91,0.81,0.95,0.57,0.58,0.88,0.79,0.79,0.9,0.85,0.86,0.85,0.85,0.74,0.59,0.88,0.86,Oval_face_shape
0.64,0.55,0.66,0.79,0.95,0.91,0.88,0.51,0.51,0.83,0.81,0.76,0.96,0.84,0.82,0.82,0.83,0.79,0.55,0.83,1.0,Oval_face_shape
0.7,0.62,0.65,0.75,0.72,0.64,0.88,0.69,0.68,0.9,0.87,0.87,0.78,0.9,0.89,0.88,0.91,0.85,0.55,0.85,0.64,Oval_face_shape
0.74,0.64,1.0,0.87,0.71,0.78,0.83,0.71,0.64,0.86,0.88,0.72,0.78,0.93,0.92,0.92,0.95,0.83,0.89,0.94,0.56,Oval_face_shape
0.77,0.72,0.83,0.87,0.7,0.71,0.9,0.74,0.71,0.91,0.86,0.76,0.76,0.93,0.94,0.9,0.95,0.8,0.62,0.85,0.61,Round_face_shape
0.81,0.78,0.74,0.75,0.75,0.68,0.87,0.69,0.64,0.87,0.85,0.84,0.79,0.9,0.92,0.88,0.92,0.85,0.6,0.84,0.7,Round_face_shape
0.83,0.81,0.88,0.88,0.79,0.84,0.88,0.64,0.62,0.88,0.85,0.72,0.84,0.9,0.91,0.85,0.9,0.85,0.57,0.79,0.82,Round_face_shape
0.84,0.81,0.8,0.79,0.77,0.77,0.84,0.66,0.6,0.84,0.86,0.78,0.83,0.9,0.91,0.87,0.91,0.85,0.59,0.8,0.75,Round_face_shape
0.86,0.85,0.95,0.88,0.87,0.93,0.87,0.6,0.55,0.83,0.83,0.69,0.9,0.87,0.9,0.85,0.9,0.79,0.56,0.88,0.89,Round_face_shape
0.85,0.81,0.82,0.84,0.65,0.62,0.92,0.83,0.79,0.93,0.86,0.8,0.69,0.95,0.98,0.95,0.97,0.84,0.56,0.87,0.55,Round_face_shape
0.8,0.75,0.81,0.89,0.56,0.62,0.84,0.87,0.84,0.94,0.95,0.77,0.67,0.97,0.97,0.94,0.97,0.87,0.87,0.87,0.42,Round_face_shape
0.93,0.9,0.83,0.77,0.69,0.69,0.81,0.73,0.66,0.85,0.89,0.8,0.77,0.93,0.93,0.91,0.94,0.92,0.79,0.85,0.6,Round_face_shape
0.7,0.62,0.74,0.88,0.62,0.68,0.84,0.79,0.75,0.92,0.93,0.76,0.72,0.95,0.94,0.9,0.95,0.86,0.79,0.86,0.54,Round_face_shape
0.83,0.81,0.72,0.79,0.54,0.53,0.84,0.91,0.86,0.93,0.96,0.86,0.64,0.97,0.97,0.94,0.98,0.94,0.92,0.96,0.36,Round_face_shape
0.83,0.8,0.77,0.84,0.5,0.52,0.85,0.96,0.95,0.97,0.97,0.84,0.61,0.99,0.98,0.94,0.99,0.94,0.83,0.93,0.29,Round_face_shape
0.88,0.84,0.76,0.76,0.65,0.6,0.88,0.79,0.75,0.91,0.89,0.87,0.72,0.94,0.93,0.92,0.94,0.87,0.82,0.93,0.47,Round_face_shape
1.0,1.0,0.72,0.68,0.63,0.55,0.82,0.79,0.73,0.86,0.9,0.93,0.71,0.93,0.94,0.92,0.95,0.94,0.81,0.97,0.49,Round_face_shape
0.9,0.87,0.9,0.89,0.57,0.68,0.8,0.83,0.77,0.9,0.97,0.74,0.69,0.98,0.94,0.92,0.97,0.92,0.95,0.95,0.43,Round_face_shape
0.87,0.84,0.84,0.88,0.54,0.57,0.87,0.91,0.9,0.97,0.95,0.8,0.64,0.98,0.97,0.94,0.98,0.93,0.83,0.91,0.37,Round_face_shape
0.82,0.81,0.76,0.8,0.69,0.69,0.84,0.69,0.67,0.89,0.91,0.81,0.78,0.92,0.88,0.9,0.91,0.86,0.74,0.98,0.63,Round_face_shape
0.85,0.86,0.76,0.82,0.59,0.59,0.87,0.83,0.82,0.94,0.93,0.83,0.68,0.96,0.94,0.9,0.96,0.93,0.88,0.89,0.43,Round_face_shape
0.89,0.89,0.83,0.81,0.51,0.52,0.82,0.97,0.9,0.93,0.97,0.84,0.61,1.0,0.98,0.95,1.0,0.96,0.79,0.99,0.3,Round_face_shape
0.93,0.92,0.94,0.87,0.61,0.67,0.84,0.81,0.75,0.9,0.92,0.75,0.7,0.97,0.95,0.94,0.97,0.93,0.82,0.93,0.46,Round_face_shape
0.82,0.77,0.83,0.84,0.56,0.57,0.85,0.89,0.85,0.94,0.94,0.81,0.65,0.96,0.97,0.96,0.97,0.88,0.77,0.94,0.36,Round_face_shape
0.8,0.77,0.8,0.83,0.6,0.63,0.83,0.83,0.77,0.9,0.93,0.79,0.69,0.96,0.96,0.92,0.97,0.89,0.79,0.94,0.47,Round_face_shape
0.83,0.77,0.88,0.92,0.75,0.87,0.84,0.66,0.62,0.86,0.88,0.68,0.83,0.92,0.91,0.87,0.91,0.85,0.78,0.84,0.74,Round_face_shape
0.8,0.76,0.74,0.74,0.57,0.52,0.87,0.91,0.85,0.91,0.9,0.89,0.64,0.97,0.98,0.97,0.98,0.87,0.79,0.96,0.34,Round_face_shape
0.84,0.8,0.77,0.82,0.52,0.52,0.86,0.94,0.92,0.96,0.96,0.85,0.62,0.98,0.97,0.94,0.98,0.93,0.87,0.93,0.28,Round_face_shape
0.9,0.9,0.77,0.79,0.71,0.7,0.85,0.7,0.66,0.87,0.88,0.8,0.79,0.92,0.91,0.88,0.93,0.87,0.71,0.97,0.66,Round_face_shape
0.8,0.74,0.85,0.87,0.52,0.58,0.82,0.94,0.88,0.92,0.97,0.77,0.63,0.99,0.99,0.97,1.0,0.89,0.79,0.91,0.34,Round_face_shape
0.84,0.8,0.86,0.95,0.5,0.57,0.87,0.99,0.97,0.99,0.97,0.76,0.6,1.0,0.98,0.96,1.0,0.91,0.77,0.95,0.31,Round_face_shape
0.75,0.67,0.87,0.95,0.53,0.62,0.85,0.91,0.89,0.96,0.97,0.74,0.64,0.98,0.98,0.97,0.99,0.88,0.8,0.98,0.36,Round_face_shape
0.79,0.72,0.93,1.0,0.51,0.64,0.84,0.93,0.92,0.97,1.0,0.71,0.64,0.98,0.98,0.96,0.98,0.92,0.83,0.96,0.35,Round_face_shape
0.86,0.83,0.74,0.86,0.6,0.63,0.88,0.8,0.81,0.96,0.93,0.81,0.71,0.94,0.93,0.89,0.94,0.91,0.76,0.88,0.51,Round_face_shape
0.8,0.74,0.78,0.88,0.61,0.67,0.85,0.77,0.78,0.94,0.94,0.77,0.72,0.93,0.93,0.91,0.94,0.86,0.69,0.91,0.55,Round_face_shape
0.9,0.9,0.71,0.76,0.61,0.59,0.84,0.81,0.77,0.9,0.92,0.86,0.7,0.96,0.94,0.9,0.96,0.89,0.81,0.91,0.47,Round_face_shape
0.9,0.87,0.83,0.86,0.57,0.59,0.87,0.87,0.85,0.95,0.94,0.8,0.66,0.98,0.96,0.92,0.97,0.93,0.72,0.86,0.42,Round_face_shape
0.97,0.94,0.7,0.77,0.68,0.64,0.86,0.73,0.71,0.9,0.9,0.85,0.76,0.92,0.91,0.88,0.92,0.91,0.63,0.76,0.64,Round_face_shape
0.91,0.93,0.81,0.85,0.56,0.58,0.87,0.91,0.86,0.94,0.93,0.81,0.65,0.99,0.97,0.92,0.99,0.91,0.75,0.93,0.39,Round_face_shape
0.86,0.87,0.75,0.79,0.54,0.55,0.82,0.87,0.84,0.93,0.98,0.86,0.66,0.97,0.95,0.91,0.97,0.94,0.83,0.97,0.35,Round_face_shape
0.86,0.83,0.75,0.82,0.6,0.57,0.9,0.86,0.84,0.95,0.9,0.84,0.67,0.95,0.96,0.94,0.96,0.86,0.79,0.93,0.41,Round_face_shape
0.87,0.87,0.69,0.85,0.64,0.68,0.85,0.73,0.74,0.94,0.94,0.8,0.75,0.92,0.9,0.85,0.92,0.91,0.71,0.84,0.64,Round_face_shape
0.91,0.89,0.8,0.79,0.69,0.68,0.84,0.73,0.67,0.87,0.89,0.8,0.77,0.94,0.92,0.88,0.94,0.88,0.89,0.84,0.58,Round_face_shape
0.79,0.71,0.87,0.95,0.63,0.74,0.86,0.77,0.75,0.93,0.92,0.71,0.73,0.94,0.93,0.92,0.95,0.84,0.77,0.81,0.53,Round_face_shape
0.9,0.9,0.74,0.81,0.58,0.6,0.84,0.8,0.79,0.94,0.96,0.84,0.7,0.94,0.92,0.89,0.94,0.97,0.72,0.93,0.47,Round_face_shape
0.87,0.86,0.86,0.85,0.61,0.65,0.84,0.8,0.77,0.91,0.93,0.77,0.71,0.96,0.94,0.94,0.95,0.92,0.82,0.97,0.49,Round_face_shape
0.83,0.73,0.76,0.84,0.69,0.73,0.84,0.69,0.67,0.9,0.91,0.77,0.79,0.9,0.9,0.89,0.91,0.84,0.81,0.85,0.65,Round_face_shape
0.82,0.8,0.79,0.85,0.67,0.73,0.83,0.74,0.68,0.88,0.91,0.75,0.76,0.95,0.92,0.88,0.95,0.83,0.78,0.92,0.6,Round_face_shape
0.8,0.74,0.86,0.89,0.62,0.69,0.86,0.79,0.77,0.92,0.92,0.75,0.72,0.94,0.94,0.95,0.95,0.85,0.71,0.97,0.52,Round_face_shape
0.93,0.9,0.8,0.85,0.56,0.59,0.85,0.86,0.84,0.94,0.95,0.8,0.66,0.96,0.96,0.96,0.96,0.91,0.85,0.92,0.42,Round_face_shape
0.94,0.96,0.92,0.87,0.6,0.67,0.82,0.81,0.77,0.91,0.94,0.75,0.71,0.96,0.95,0.93,0.96,0.93,0.86,0.93,0.5,Round_face_shape
0.86,0.83,0.65,0.75,0.72,0.66,0.87,0.7,0.67,0.88,0.87,0.85,0.78,0.92,0.91,0.86,0.92,0.84,0.68,0.85,0.67,Round_face_shape
0.85,0.87,0.78,0.82,0.53,0.53,0.85,0.94,0.9,0.95,0.95,0.85,0.63,0.99,0.98,0.92,0.99,0.92,0.75,0.98,0.36,Round_face_shape
0.8,0.75,0.81,0.89,0.56,0.62,0.84,0.87,0.84,0.94,0.95,0.77,0.67,0.97,0.97,0.94,0.97,0.87,0.87,0.87,0.42,Round_face_shape
0.8,0.77,0.77,0.82,0.58,0.6,0.84,0.87,0.81,0.91,0.93,0.81,0.67,0.97,0.97,0.94,0.98,0.88,0.72,0.97,0.46,Round_face_shape
0.78,0.74,0.74,0.83,0.54,0.54,0.87,0.9,0.89,0.97,0.96,0.85,0.64,0.97,0.95,0.93,0.97,0.92,0.74,0.94,0.34,Round_face_shape
0.9,0.88,0.74,0.78,0.53,0.5,0.87,0.93,0.92,0.96,0.95,0.89,0.62,0.97,0.97,0.94,0.98,0.95,0.89,0.9,0.3,Round_face_shape
