chin_angle_1,chin_angle_2,cheek_bone_angle,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,face_shape
126.7,100.46,125.72,1.75,1.95,2.57,1.33,0.69,0.68,0.1375390586939454,0.10334431224915258,0.07845220976161849,0.20161046685422798,0.14739019055166144,0.12197607434696948,0.06861677036213412,0.030914645609608993,0.02965906084737114,0.027105794299326552,0.05339141642398395,Heart_face_shape
124.06,96.06,142.36,1.77,2.02,2.62,1.36,0.7,0.67,0.13549952245867966,0.09936428165832563,0.07673573422348849,0.2007412413554121,0.14970076621999984,0.1262180344632336,0.0731814397832097,0.02905325631569464,0.03157190077818633,0.029537574679479997,0.04839624806428996,Heart_face_shape
142.86,116.3,144.36,1.77,1.99,2.53,1.39,0.71,0.7,0.1377977254942057,0.09920684533375275,0.07802957163009529,0.1973605259711349,0.14925044924043546,0.12743406189490883,0.07301134329788288,0.029669206869680047,0.033312689747929954,0.026253351654719034,0.04867422886525525,Heart_face_shape
124.2,98.32,143.44,1.8,2.05,2.6,1.42,0.7,0.69,0.1395494984867375,0.09843065193527584,0.07753867490697346,0.2018821328331959,0.15016122744059765,0.12633223853412429,0.07264144115651847,0.027998306316274417,0.02984403649979182,0.02586958735304186,0.04975220453746895,Heart_face_shape
126.48,99.86,131.62,1.8,1.98,2.49,1.43,0.72,0.72,0.14089712965390824,0.09884737246149339,0.07836541514735712,0.19539342960862952,0.14918617303512974,0.12852528814817646,0.07468382278430201,0.028770126155572083,0.02542943912524685,0.02784400404211699,0.0520577998380677,Heart_face_shape
136.88,112.04,121.44,1.75,1.94,2.45,1.39,0.72,0.72,0.13995023835227527,0.10061290210078541,0.0798821875102499,0.1954360484364395,0.14920608729938964,0.12473739619287104,0.07132480636016168,0.030154530935506837,0.02985954844127452,0.02676137100121355,0.05207488336983255,Heart_face_shape
134.56,106.38,143.36,1.71,1.97,2.46,1.37,0.7,0.69,0.13797927974102683,0.10088227023260796,0.0807408333549696,0.1987373631388041,0.14607631497047832,0.1261135089475248,0.07355599815122209,0.029721111479813885,0.029441157566035145,0.026269999339722176,0.050482163077794996,Heart_face_shape
126.64,99.72,130.88,1.85,1.96,2.64,1.37,0.69,0.7,0.14021052912938808,0.10211065675935778,0.07589301876065523,0.20003546174177886,0.14834196292923388,0.12406816584115384,0.07047214734461174,0.030171395429238176,0.03085980481169313,0.02646206431489679,0.05137479293799259,Heart_face_shape
126.74,98.64,141.62,1.83,1.97,2.59,1.4,0.68,0.71,0.14305457035440827,0.10229672333398708,0.07802765975033173,0.20198357851951065,0.14568719939439473,0.12298772199558669,0.07184114690845372,0.029789255487390094,0.027296170351658582,0.026534121561032943,0.05050185234324566,Heart_face_shape
143.32,116.38,152.18,1.78,1.88,2.45,1.37,0.73,0.73,0.13993775020048957,0.10221340482164469,0.07848229646053369,0.1920911984003368,0.14899118813236434,0.1289635522926284,0.07484972151794717,0.030181298929269823,0.0300924430968112,0.026722458776900573,0.04747468737107379,Heart_face_shape
127.1,99.3,122.44,1.85,1.87,2.48,1.39,0.73,0.74,0.14328596097982246,0.10301766885605394,0.07751818812258239,0.19241505021115055,0.14899249627941688,0.12515659271091206,0.07237279188500034,0.029907762809803656,0.02814727970743989,0.029798499255883373,0.04938770918193458,Heart_face_shape
132.84,103.32,128.12,1.85,1.91,2.61,1.35,0.69,0.71,0.14156106197121474,0.10472126845138328,0.07662394984442697,0.19974328319345164,0.14662280311578085,0.12195480068464948,0.06934404097526665,0.0304762677644358,0.027026631991592436,0.027936767191651248,0.05398912481614691,Heart_face_shape
128.72,101.72,133.38,1.83,1.98,2.57,1.41,0.69,0.71,0.1426183380013007,0.10135108228070831,0.07804549255207195,0.20059191846090887,0.14921795530918536,0.1238735450097546,0.07038269602826966,0.02969449198482758,0.02674542449074247,0.02537684194353219,0.052102213938698204,Heart_face_shape
137.5,110.1,151.92,1.69,1.95,2.44,1.35,0.72,0.69,0.13622451993639584,0.10066133710297219,0.08041446983860222,0.19631796778943578,0.14744195362257514,0.12832807154044495,0.07444644097218747,0.02984226746374159,0.027649340501304923,0.030475153811631985,0.04819847742070802,Heart_face_shape
136.72,108.32,140.96,1.7,2.07,2.65,1.33,0.65,0.64,0.13308672094070137,0.10009421444594341,0.0783895597866247,0.20748850041479736,0.14467022977893426,0.12248897467665956,0.07199439746263045,0.02962562670742634,0.0346380123755711,0.025371554435737353,0.05215220897497423,Heart_face_shape
156.82,131.86,139.7,1.67,1.91,2.41,1.32,0.71,0.69,0.13555763836511395,0.1029471934057087,0.08122488947475195,0.1961289912145367,0.1492030639872847,0.12434216464654634,0.07234140646946789,0.030703094340012352,0.034075003392305465,0.02712471650550038,0.04635183819877148,Heart_face_shape
139.32,113.48,135.68,1.67,2.04,2.4,1.42,0.71,0.69,0.13773165162966797,0.09710500077848157,0.08267391971745482,0.1982743196485714,0.1501392130207975,0.1268445655419132,0.07379520648054894,0.0293398762388984,0.029136045993146696,0.025422105123883848,0.049538095826635674,Heart_face_shape
137.58,114.36,139.5,1.76,2.01,2.49,1.42,0.71,0.71,0.14102412013148874,0.09925280700760489,0.08012384673120872,0.19938312452336118,0.14799646006703734,0.12635242078299644,0.07039076132662384,0.028925101918966797,0.025324533224537083,0.032477369122243305,0.04874945516393178,Heart_face_shape
136.66,113.44,152.0,1.74,2.03,2.49,1.42,0.74,0.7,0.13726904717753804,0.0966096072571174,0.07884984656918899,0.19599709839020799,0.15296396438624144,0.13233419665857385,0.07346255912546248,0.028338691067512856,0.030709753891749427,0.02616474708578116,0.047300488390626436,Heart_face_shape
144.86,115.58,144.04,1.76,2.0,2.53,1.39,0.71,0.7,0.1376310613963207,0.0990082156610499,0.07806089975137559,0.1976887085648745,0.14865746461798368,0.12694314496416823,0.07366637074661625,0.029305387564296594,0.03349047287019777,0.026624226929304745,0.048924046933812054,Heart_face_shape
127.08,103.3,145.52,1.74,2.01,2.57,1.37,0.7,0.68,0.13631629291742475,0.09984534453431183,0.07826926902690445,0.20115828390079574,0.14705073882455583,0.12729610713794118,0.07247798098500988,0.028538333157647436,0.03110931445372894,0.02895789013536953,0.04898044492631054,Heart_face_shape
131.96,107.24,138.32,1.77,1.96,2.54,1.37,0.72,0.7,0.13795427130097193,0.10042958378628024,0.07780378843857694,0.19724491114628334,0.1496541432643388,0.12690912180183464,0.07208666129753533,0.028969908548937065,0.028461760174402887,0.031260445073775935,0.04922540516706271,Heart_face_shape
138.12,113.58,132.08,1.71,1.95,2.36,1.41,0.73,0.72,0.14022571783294485,0.09939672485917989,0.08208708817623019,0.19358713397582228,0.149089488251365,0.12713200481267548,0.07396465556343139,0.03040166102901281,0.026606160095017782,0.026606160095017782,0.050903205309302486,Heart_face_shape
127.06,106.18,128.7,1.75,1.93,2.46,1.37,0.72,0.71,0.13919340342248682,0.10145196276117661,0.07959221541329096,0.19564327669634288,0.14803734521452946,0.1264367404069746,0.07126949131147194,0.030377227146985725,0.03128308198805456,0.025911910895311637,0.05080334474337489,Heart_face_shape
125.36,105.2,137.92,1.78,1.97,2.51,1.39,0.75,0.71,0.13800171661235022,0.0990062768876973,0.0775567114009486,0.19505270267390654,0.15050358912722867,0.13075151116942968,0.0724307499204623,0.028164467849879964,0.02678252092531386,0.03146190728796222,0.05028784614482057,Heart_face_shape
136.96,110.04,145.64,1.76,1.93,2.53,1.34,0.72,0.7,0.1370185329292449,0.10218153370078889,0.07774568667512165,0.19675115618879996,0.15044172413242252,0.12689628590436206,0.07223011195552119,0.030142487225267526,0.031546647318294534,0.025949682255497868,0.049096151714678946,Heart_face_shape
148.02,122.92,141.62,1.78,1.91,2.56,1.33,0.71,0.7,0.13743076259767295,0.10347475877154533,0.07717948306946977,0.19738710476140672,0.14944950571624607,0.12456942474805678,0.06914471455146583,0.03030835809698192,0.03335347699639491,0.028518620229711536,0.04918379046104811,Heart_face_shape
118.88,93.84,114.6,1.76,1.94,2.52,1.35,0.72,0.7,0.13698988028778564,0.10143273346402303,0.07777589612962212,0.19637318369993348,0.15096405151926048,0.12501885306513755,0.06959286297784308,0.030867084130157457,0.024878851359428474,0.0306636371991844,0.05544296616762423,Heart_face_shape
128.32,104.7,153.6,1.8,2.0,2.56,1.41,0.75,0.7,0.13759142039102482,0.09787403274342636,0.07625421256987057,0.19548797355717001,0.1526779790209798,0.13227191819611497,0.07307114899658354,0.028634362952624313,0.029297368513595542,0.029224444023366575,0.04761513903524357,Heart_face_shape
127.42,105.32,140.22,1.7,2.07,2.54,1.39,0.7,0.67,0.13515060364025397,0.09740487078282503,0.07953647528579887,0.2017106867168512,0.1501394531543312,0.12664134241149877,0.07040727439602662,0.028668222258316316,0.029328432324987046,0.030606157763097098,0.05040648126601396,Heart_face_shape
138.3,115.44,139.92,1.68,1.98,2.36,1.41,0.73,0.71,0.13934246743547726,0.09879296344143111,0.08290376814136911,0.1956830672705984,0.1478000413576897,0.12846707626487203,0.07300687940729125,0.029570941185242283,0.026762374018867056,0.027730187454784838,0.04994023402237707,Heart_face_shape
130.2,106.72,133.16,1.75,1.94,2.41,1.41,0.75,0.73,0.1395274160988731,0.09888025207253369,0.07988250871550462,0.19216647042713975,0.15069534661783288,0.12948158187558267,0.07303071680989186,0.02935416963969738,0.023986414182420524,0.03347969578633494,0.04951542777418851,Heart_face_shape
152.18,121.32,143.34,1.7,1.99,2.54,1.33,0.69,0.67,0.1352900140164644,0.10139026077864371,0.0794400087019205,0.2015450469341288,0.1472169534225332,0.12498996458340342,0.07084126075338908,0.030835862127640466,0.030679095163314234,0.027775547685200762,0.049995985833361366,Heart_face_shape
133.94,103.78,159.88,1.76,2.15,2.78,1.36,0.64,0.63,0.13367807489572153,0.09853138289707301,0.07615586458486034,0.21148530396711895,0.1438537839709696,0.12300007523822286,0.07265222954216786,0.029626705675796856,0.03740469144933604,0.023733204519871286,0.049878683258861585,Heart_face_shape
133.2,100.5,154.74,1.89,1.89,2.64,1.35,0.71,0.72,0.14164497539293455,0.10476188744325161,0.07483504476376843,0.1977574852646142,0.14739264341352695,0.12407716519756534,0.07369632170676348,0.031079816803382124,0.029145137471927124,0.027141879886967417,0.04846764265529896,Heart_face_shape
117.96,92.18,140.22,1.83,2.01,2.64,1.39,0.68,0.69,0.1408370252788577,0.10146370013340111,0.07700244636488976,0.20347848414382436,0.1479841588059787,0.12303428395195233,0.0690783847092818,0.02913593439655383,0.029546247635456633,0.027955036395416515,0.0504842981843872,Heart_face_shape
119.06,92.44,130.7,1.72,2.1,2.6,1.39,0.68,0.66,0.13589735534152667,0.09804200979863464,0.07920888310184894,0.2056076972808491,0.14894837802686406,0.12327904927037737,0.0703548654107006,0.027334667919256928,0.02806095256142344,0.031258388651753476,0.052007752636764784,Heart_face_shape
134.34,108.44,143.08,1.63,2.01,2.33,1.41,0.75,0.7,0.1358224528419186,0.09666707782072535,0.08352316499174828,0.19433061782037125,0.1524700299131171,0.13255146053049735,0.07574168498747288,0.028185696562323087,0.0259285429885235,0.025909386323190522,0.0488698852201123,Heart_face_shape
136.4,109.62,147.96,1.67,1.99,2.44,1.36,0.69,0.68,0.13667564848925648,0.10033649163077633,0.08184507261846426,0.19981224888337898,0.14494802677087879,0.12610585337261943,0.07465080370830598,0.029269826628092546,0.028311992612271436,0.02829900247962512,0.04974503280633048,Heart_face_shape
119.94,95.34,127.82,1.65,2.07,2.38,1.43,0.71,0.69,0.13802973595033832,0.09634079661061964,0.08369553578667113,0.19934601568531243,0.1508719831858329,0.12712519376130435,0.07256200511054875,0.02796571563303567,0.022476209335019637,0.02955600719920427,0.05203080174211285,Heart_face_shape
123.3,91.48,130.1,1.81,2.0,2.64,1.37,0.68,0.69,0.13951840592048104,0.10195032417992686,0.07691191606277535,0.2034295816981394,0.14713166929017077,0.12314800466898763,0.07214746560238723,0.0299496204242554,0.025963857663612422,0.025963857663612422,0.053885296825651456,Heart_face_shape
135.56,107.56,133.54,1.87,1.87,2.47,1.42,0.73,0.76,0.14593142966870218,0.10303847461611838,0.07798466434351656,0.19244208113813227,0.14961021443311928,0.1263571090650362,0.07232668387871771,0.030094571951799372,0.0257562686808502,0.024939264915948445,0.05151923730805919,Heart_face_shape
129.08,107.34,130.92,1.71,1.99,2.45,1.39,0.73,0.7,0.13680921378251376,0.09829600928844907,0.08008406308577551,0.1959224025251123,0.15066999438284884,0.12697388963674927,0.07103375782263824,0.029008277161879186,0.026545479232661377,0.0351712518928014,0.04948566118857114,Heart_face_shape
122.46,98.28,125.94,1.81,1.98,2.46,1.46,0.74,0.74,0.14296255704508515,0.09762243448786151,0.07890552126991289,0.1937528893738669,0.15093631006504168,0.12895791028742595,0.0734498420408332,0.02816672864084438,0.024405608621965377,0.028809398295116632,0.05203079987204626,Heart_face_shape
127.8,98.88,137.34,1.77,2.0,2.65,1.33,0.69,0.67,0.1347872608326076,0.10119423799073857,0.07636476368546519,0.20232829206500105,0.1489243571857601,0.12395759424291161,0.07052653585903414,0.02934513586869182,0.03419293973761138,0.027781763536809244,0.050597118995369283,Heart_face_shape
151.58,127.52,156.66,1.72,2.07,2.55,1.4,0.7,0.67,0.13616065607405176,0.09749139244627947,0.07904360993128995,0.20194122355829255,0.1496957181535956,0.12656196214267382,0.07111824332678672,0.029060568813075022,0.03504801013803238,0.027269652801262017,0.04660896261466063,Heart_face_shape
135.42,111.9,150.72,1.76,2.01,2.52,1.4,0.75,0.7,0.13641514350790523,0.09735685128362669,0.0777029310462822,0.19555870912166154,0.15392596494623687,0.13059911807101623,0.07293318861121295,0.028897189347809035,0.03128074587466549,0.02901262799328963,0.04631753019629405,Heart_face_shape
146.68,122.92,145.16,1.67,1.88,2.33,1.35,0.74,0.72,0.13688542888400884,0.10175831635601819,0.08204017744951227,0.1910315022004684,0.15024310955223497,0.1283807999916851,0.07192801467525912,0.030077221296364153,0.03144436771892616,0.030355576834858174,0.045855485040664494,Heart_face_shape
130.7,105.0,141.9,1.82,1.96,2.61,1.36,0.71,0.7,0.13790131616412316,0.10109354893138683,0.07582526549394727,0.19827958410654387,0.1472050050336926,0.1268422859981033,0.07186280821333166,0.029291602263633285,0.034520199614524495,0.027593601654468072,0.04958478252624537,Heart_face_shape
128.98,102.14,140.12,1.81,1.96,2.53,1.4,0.71,0.72,0.14130606906246038,0.10094081471628152,0.0781899821222576,0.1975901388286516,0.15002036898480814,0.12626898144474,0.07180107457834976,0.029438187717048307,0.028221395855403477,0.02624662370984323,0.04997636298015599,Heart_face_shape
154.3,127.18,145.6,1.64,1.97,2.27,1.42,0.74,0.72,0.13946688809995605,0.09843017048470848,0.08506194134761369,0.19343832470363623,0.1491972633795172,0.1280596665591373,0.0734739406576305,0.030260703686618252,0.03019792207607148,0.025402111771670628,0.04701106723344018,Heart_face_shape
141.86,119.0,148.52,1.72,1.97,2.43,1.4,0.72,0.71,0.13922518286724525,0.09958633824774756,0.08093161629256178,0.19666630072318977,0.1493675412156866,0.12797808852723408,0.07187255175233805,0.02972849294452478,0.028367927380631087,0.028360925547282267,0.04791503450155869,Heart_face_shape
118.88,93.84,114.6,1.76,1.94,2.52,1.35,0.72,0.7,0.13698988028778564,0.10143273346402303,0.07777589612962212,0.19637318369993348,0.15096405151926048,0.12501885306513755,0.06959286297784308,0.030867084130157457,0.024878851359428474,0.0306636371991844,0.05544296616762423,Heart_face_shape
134.34,109.02,146.04,1.64,2.11,2.59,1.33,0.67,0.63,0.13127529411020575,0.09842173962599157,0.07991859834390536,0.2073764834721568,0.1475669803584209,0.12467566222861703,0.07125781572758277,0.028082425886196236,0.034938064028377604,0.027128333905127686,0.04935860231341827,Heart_face_shape
152.56,124.0,138.5,1.68,1.96,2.37,1.38,0.73,0.71,0.13770037448693126,0.09948638704049645,0.08218637233585199,0.19513831777513696,0.14958114364582978,0.1278724210407772,0.07259017982376009,0.029827279884223713,0.030434166517254144,0.025932113706726576,0.04925124374301181,Heart_face_shape
119.94,92.8,150.7,1.78,2.08,2.77,1.33,0.67,0.64,0.1327500883022232,0.09969912938876704,0.07472294022925201,0.20728797903364285,0.14568766579679496,0.12446208819063614,0.07176794776839963,0.028025999729030644,0.03474253333487951,0.03136403849419011,0.049489589732184015,Heart_face_shape
138.5,112.06,143.82,1.83,1.92,2.54,1.38,0.74,0.72,0.13972941691847957,0.10116000202585312,0.07640559428370182,0.19413895705946663,0.15218362456653253,0.12761301933154054,0.07227860599640645,0.030180403266591146,0.030844599257749822,0.027669749921187734,0.04779602737249054,Heart_face_shape
134.58,107.9,128.24,1.8,1.96,2.53,1.39,0.71,0.71,0.14066756209048206,0.10096091456821595,0.07819936110387438,0.19801786340582758,0.1480554801393261,0.12520715233705018,0.06999534922982746,0.02986539852388448,0.028278475275772288,0.029622091834744766,0.051130351490994784,Heart_face_shape
137.3,109.44,129.08,1.62,2.19,2.62,1.35,0.65,0.62,0.13032348587905737,0.09620211917953164,0.08029057315865004,0.21073191216780443,0.14789409037730247,0.12185664683872878,0.06983469512098879,0.028516197390149208,0.03353626273020707,0.027567166705966376,0.05324685045161378,Oblong_face_shape
140.96,112.62,136.3,1.62,2.18,2.65,1.34,0.65,0.61,0.12897505470908163,0.09656810154510162,0.07943157700039331,0.21054070886355947,0.14625704014853141,0.12323169682585441,0.07072175818812086,0.02896845835395716,0.034804291497256126,0.027476249420031313,0.053025063448112725,Oblong_face_shape
118.7,92.82,135.04,1.79,2.15,2.81,1.38,0.64,0.64,0.13538205908786377,0.0984401871307046,0.0754637448266693,0.21175626785004958,0.14410658943254007,0.12122227479526503,0.06925098750213732,0.028426311808224726,0.03554976727818367,0.027586156844197594,0.0528156534441644,Oblong_face_shape
123.44,96.1,145.1,1.67,2.22,2.69,1.37,0.66,0.62,0.13085330865367167,0.09537308466007234,0.07853776287368672,0.2115664195877969,0.1462251036662309,0.1250026712929867,0.07275123155031855,0.027470713821968328,0.031930503352070365,0.028112629731299896,0.052176570809897654,Oblong_face_shape
112.62,83.24,133.32,1.84,2.03,2.74,1.37,0.65,0.67,0.1393828911862533,0.10207936839644942,0.07582287873596072,0.20744787542455537,0.14508755592330927,0.12066965156267019,0.06967051648239828,0.029758567442955994,0.028404102972837693,0.0273417212561093,0.0543348706165005,Oblong_face_shape
128.08,100.8,152.68,1.74,2.13,2.71,1.37,0.65,0.64,0.13503542679075112,0.09889393673750348,0.07771970259607146,0.21087338857280732,0.14530164521961342,0.122810441592656,0.07105660631832311,0.029404059669483337,0.03215368054433813,0.026272494388741366,0.050478617569711455,Oblong_face_shape
137.1,108.16,161.38,1.62,2.35,2.84,1.34,0.62,0.57,0.1264897423373422,0.09411031563492951,0.07800435954053372,0.2214139957703482,0.14439799122331073,0.12248472121202858,0.0709062990289246,0.027194694759872684,0.038722878046659255,0.027079867949623186,0.049195134496427415,Oblong_face_shape
104.34,76.24,112.94,1.83,2.01,2.77,1.32,0.66,0.66,0.1356564760405778,0.10246514531570201,0.07411550023068002,0.2056589638580281,0.145935190985365,0.11981113891384533,0.06878412582804197,0.03008084551099274,0.033922161855431156,0.02791329045904601,0.05565716100228987,Oblong_face_shape
157.34,131.44,134.6,1.57,2.02,2.39,1.33,0.69,0.66,0.13203944711264767,0.09941707511278185,0.08432515063664811,0.20122499812939357,0.14778220029177194,0.12472923489197418,0.0714468432876357,0.030873631195615262,0.03305286958067534,0.02545904849317724,0.049649501267679044,Oblong_face_shape
131.22,99.46,145.58,1.72,2.21,2.77,1.37,0.63,0.62,0.1322494823888139,0.09664451231445159,0.07687511295844855,0.21330113706841,0.14340816214624533,0.12207326416536589,0.07222138426103601,0.028175920934464062,0.035103077442765244,0.028130542285596024,0.05181740403440342,Oblong_face_shape
139.34,112.64,132.26,1.63,2.21,2.63,1.37,0.67,0.62,0.1298006624795277,0.09471906199739415,0.07973609687712525,0.2097104723022786,0.14974843065986226,0.1238365833432335,0.07032839814613442,0.028604565634657988,0.03512000441914868,0.025992219330370457,0.052403504810266975,Oblong_face_shape
149.88,119.32,152.5,1.72,2.1,2.66,1.36,0.66,0.65,0.13368550052314826,0.0985402556149392,0.07791206024772407,0.20712239705459734,0.14570143171070524,0.12308946321729948,0.07249898326664614,0.02975981253188055,0.03753227917636689,0.026171560822079585,0.04798625583461325,Oblong_face_shape
161.08,133.28,140.82,1.59,2.01,2.29,1.4,0.72,0.69,0.13484108623621444,0.0965374211616153,0.08505263521592174,0.19436128701499714,0.1501477183546101,0.128283266997332,0.07552858582753197,0.029337552756980696,0.028435082707538674,0.028215954735503437,0.04925940899175439,Oblong_face_shape
144.58,119.6,132.82,1.61,2.22,2.68,1.34,0.66,0.6,0.127900547024116,0.09546488979188177,0.07932055201975402,0.21218538845201432,0.15020809686841538,0.12221470524385954,0.067898296277826,0.02824419999718384,0.03204216084699085,0.029780945463570282,0.05474021801438778,Oblong_face_shape
